"id","vid","relation","official"
v7461,v12923,ser,true
v7467,v7468,preq,true
v7468,v7467,seq,true
v7468,v17646,set,true
v7476,v242,orig,true
v7478,v890,ser,true
v7480,v7242,ser,true
v7485,v7486,ser,true
v7485,v7763,ser,true
v7486,v3501,ser,true
v7486,v7485,ser,true
v7488,v2267,preq,true
v7488,v4905,ser,true
v7488,v6367,seq,true
v7488,v7489,ser,true
v7489,v4789,preq,true
v7489,v7488,ser,true
v7490,v7493,preq,true
v7491,v10121,preq,true
v7492,v8326,ser,true
v7493,v7490,seq,true
v7493,v8326,ser,true
v7493,v10122,seq,true
v7494,v996,set,true
v7498,v22257,side,false
v7499,v24966,ser,true
v7506,v12020,char,true
v7507,v12447,set,true
v7511,v7520,seq,true
v7512,v7513,seq,true
v7512,v11779,char,false
v7513,v7512,preq,true
v7513,v7514,seq,true
v7514,v7513,preq,true
v7514,v7517,seq,true
v7515,v7518,seq,true
v7515,v11779,char,false
v7516,v32522,char,false
v7517,v7514,preq,true
v7518,v7515,preq,true
v7519,v7521,set,true
v7519,v15407,set,true
v7520,v7511,preq,true
v7520,v7522,seq,true
v7521,v7519,set,true
v7522,v7520,preq,true
v7524,v10669,ser,true
v7529,v13553,set,true
v7529,v21258,seq,true
v7532,v219,ser,true
v7533,v238,orig,true
v7535,v8983,alt,true
v7539,v1344,set,true
v7540,v2023,orig,true
v7541,v6018,preq,true
v7541,v7543,seq,true
v7542,v1959,char,true
v7542,v7544,orig,true
v7543,v7541,preq,true
v7543,v7544,seq,true
v7544,v7542,fan,true
v7544,v7543,preq,true
v7546,v2510,par,true
v7553,v2024,orig,true
v7555,v11,char,false
v7556,v23774,ser,true
v7557,v18212,set,true
v7560,v1366,orig,true
v7560,v1604,orig,true
v7560,v1605,orig,true
v7560,v2049,orig,true
v7560,v3234,orig,true
v7560,v4622,orig,true
v7562,v7563,alt,true
v7563,v7562,alt,true
v7567,v8786,seq,true
v7572,v15081,ser,true
v7573,v507,alt,true
v7573,v768,alt,true
v7573,v769,alt,true
v7576,v8832,seq,true
v7576,v47986,side,false
v7578,v190,ser,true
v7579,v6035,set,true
v7579,v11473,char,true
v7581,v1409,alt,true
v7581,v14432,fan,true
v7581,v14466,char,true
v7583,v3200,orig,true
v7583,v8664,char,true
v7589,v6100,ser,true
v7590,v4965,set,true
v7590,v6100,ser,true
v7593,v7024,preq,true
v7593,v14779,seq,true
v7594,v4406,preq,true
v7594,v9857,seq,true
v7595,v1617,set,true
v7595,v4021,alt,true
v7595,v14019,seq,true
v7597,v10264,char,true
v7597,v11482,seq,true
v7601,v6476,preq,true
v7602,v7,char,true
v7602,v11,set,true
v7602,v777,char,true
v7602,v12369,alt,true
v7602,v28840,char,false
v7603,v13765,seq,true
v7607,v1722,orig,true
v7608,v4234,char,true
v7608,v13334,ser,true
v7609,v8262,char,true
v7613,v4994,set,true
v7614,v13067,char,true
v7615,v12857,ser,true
v7616,v1851,par,true
v7616,v4578,par,true
v7616,v6250,par,true
v7616,v6492,ser,true
v7616,v10103,ser,true
v7623,v444,char,true
v7625,v5549,orig,true
v7626,v5577,ser,true
v7627,v9975,seq,true
v7628,v12640,seq,true
v7631,v11475,preq,true
v7633,v10834,fan,true
v7634,v9915,fan,true
v7634,v21784,set,true
v7635,v16305,seq,true
v7636,v1896,set,true
v7636,v13631,set,true
v7640,v2484,ser,true
v7645,v10098,fan,true
v7646,v2744,orig,true
v7655,v7092,ser,true
v7656,v7657,char,true
v7657,v7656,char,true
v7659,v394,orig,true
v7659,v1052,orig,true
v7659,v3938,orig,true
v7660,v5445,ser,true
v7660,v9409,ser,true
v7662,v6509,ser,true
v7662,v11882,fan,true
v7662,v14327,ser,true
v7667,v494,orig,true
v7667,v5096,orig,true
v7668,v602,orig,true
v7669,v226,alt,true
v7669,v2608,char,true
v7669,v7671,fan,true
v7671,v7669,orig,true
v7672,v11157,seq,true
v7672,v12260,alt,true
v7674,v14015,seq,true
v7675,v7203,ser,true
v7675,v7204,ser,true
v7675,v11312,fan,true
v7675,v11313,fan,true
v7675,v11314,fan,true
v7675,v16411,fan,true
v7679,v7014,preq,true
v7679,v17705,side,false
v7679,v18334,ser,true
v7679,v21002,char,false
v7679,v22415,side,false
v7679,v42659,char,false
v7679,v44084,char,false
v7679,v51296,char,false
v7679,v52861,char,false
v7679,v58676,char,false
v7679,v59197,char,false
v7679,v59198,char,false
v7679,v59267,alt,true
v7679,v61697,alt,false
v7679,v61996,char,false
v7683,v11278,seq,true
v7686,v3139,orig,true
v7689,v9642,fan,true
v7693,v7694,ser,true
v7694,v7693,ser,true
v7694,v7695,ser,true
v7695,v7694,ser,true
v7697,v9841,seq,true
v7706,v5764,ser,true
v7706,v11715,ser,true
v7707,v10076,seq,true
v7708,v449,set,true
v7709,v11378,char,true
v7711,v5653,preq,true
v7711,v11061,seq,true
v7713,v13127,seq,true
v7714,v8044,alt,true
v7719,v238,ser,true
v7721,v3,preq,true
v7721,v20,char,true
v7721,v18717,seq,true
v7721,v26075,fan,true
v7721,v33944,char,true
v7721,v40027,fan,true
v7723,v5154,preq,true
v7723,v7724,seq,true
v7723,v18831,side,true
v7723,v19072,side,true
v7724,v7723,preq,true
v7724,v14973,char,true
v7724,v20194,ser,true
v7724,v32101,ser,true
v7725,v11260,char,false
v7725,v11261,char,false
v7725,v11866,char,false
v7725,v23858,ser,true
v7725,v51414,ser,true
v7725,v53444,char,false
v7727,v6796,preq,true
v7733,v7734,seq,true
v7733,v15270,set,true
v7734,v7733,preq,true
v7734,v15270,set,true
v7735,v11909,fan,true
v7736,v8595,preq,true
v7742,v12026,ser,true
v7743,v7909,preq,true
v7747,v731,ser,true
v7747,v16106,char,true
v7747,v16190,seq,true
v7747,v29580,char,false
v7751,v73,alt,true
v7751,v1197,char,true
v7751,v19350,side,true
v7752,v3034,orig,true
v7752,v5942,orig,true
v7752,v11086,alt,true
v7759,v12286,set,true
v7760,v1564,orig,true
v7763,v7485,ser,true
v7765,v37555,seq,true
v7766,v4028,char,true
v7767,v6838,preq,true
v7769,v850,char,true
v7771,v236,ser,true
v7771,v16493,fan,true
v7771,v37529,alt,false
v7772,v10609,fan,true
v7772,v11857,char,true
v7773,v3271,preq,true
v7773,v14069,seq,true
v7774,v5734,orig,true
v7783,v10472,seq,true
v7786,v15143,set,true
v7786,v18790,set,true
v7790,v7791,seq,true
v7791,v7790,preq,true
v7793,v18503,char,true
v7794,v1545,ser,true
v7794,v10980,fan,true
v7794,v12856,ser,true
v7795,v9672,preq,true
v7795,v12017,seq,true
v7796,v7079,ser,true
v7796,v10079,side,true
v7796,v21133,ser,true
v7798,v4968,preq,true
v7801,v3056,preq,true
v7801,v8289,seq,true
v7803,v8591,fan,true
v7803,v11186,fan,true
v7803,v13804,seq,true
v7803,v21724,char,true
v7804,v3230,char,true
v7804,v3851,preq,true
v7804,v11123,char,true
v7804,v52145,ser,true
v7806,v10037,set,true
v7806,v11778,seq,true
v7807,v3531,orig,true
v7809,v3112,preq,true
v7809,v50456,char,false
v7810,v3098,par,true
v7814,v2660,char,true
v7815,v4540,orig,true
v7818,v14852,seq,true
v7818,v18245,ser,true
v7825,v7834,preq,true
v7826,v8377,seq,true
v7826,v34437,fan,true
v7826,v34438,fan,true
v7827,v7828,seq,true
v7827,v7829,set,true
v7828,v7827,preq,true
v7828,v7829,set,true
v7829,v7827,set,true
v7829,v7828,set,true
v7833,v21095,side,true
v7834,v7825,seq,true
v7835,v732,char,true
v7835,v53105,char,false
v7836,v10570,fan,true
v7836,v53921,char,false
v7837,v13594,seq,true
v7839,v3619,par,true
v7849,v2632,preq,true
v7849,v10231,seq,true
v7853,v5657,preq,true
v7853,v11849,seq,true
v7853,v28127,char,false
v7861,v5392,ser,true
v7864,v9007,preq,true
v7873,v2674,ser,true
v7873,v9855,fan,true
v7879,v10013,char,true
v7879,v11975,char,true
v7880,v60525,alt,true
v7881,v10984,fan,true
v7888,v7080,alt,true
v7889,v3115,ser,true
v7889,v5498,ser,true
v7896,v13354,set,false
v7896,v19429,set,false
v7896,v20556,set,false
v7896,v21152,set,false
v7896,v22169,set,false
v7896,v26725,set,false
v7896,v27148,set,false
v7896,v28973,set,false
v7897,v2229,par,true
v7897,v7900,alt,true
v7900,v2229,par,true
v7900,v7897,alt,true
v7904,v7905,seq,true
v7904,v7906,preq,true
v7904,v10336,alt,true
v7905,v7904,preq,true
v7905,v10336,alt,true
v7906,v6496,preq,true
v7906,v7904,seq,true
v7906,v10336,alt,true
v7909,v4302,preq,true
v7909,v7743,seq,true
v7912,v11309,set,true
v7914,v8636,ser,true
v7915,v1439,ser,true
v7920,v7940,seq,true
v7921,v8615,ser,true
v7922,v7925,ser,true
v7922,v7929,ser,true
v7923,v7924,ser,true
v7924,v7923,ser,true
v7924,v7925,ser,true
v7925,v7922,ser,true
v7925,v7924,ser,true
v7927,v7934,seq,true
v7928,v7930,seq,true
v7929,v7922,ser,true
v7930,v7928,preq,true
v7930,v7933,seq,true
v7933,v7930,preq,true
v7934,v7927,preq,true
v7935,v7936,ser,true
v7935,v12406,ser,true
v7936,v7935,ser,true
v7936,v12406,ser,true
v7937,v546,ser,true
v7939,v4504,preq,true
v7940,v7920,preq,true
v7940,v37481,seq,true
v7943,v414,orig,true
v7943,v2368,orig,true
v7944,v11437,ser,true
v7945,v7948,ser,true
v7947,v7949,ser,true
v7948,v7945,ser,true
v7949,v7947,ser,true
v7953,v3764,ser,true
v7955,v607,set,true
v7956,v6665,ser,true
v7956,v6666,ser,true
v7957,v15173,ser,true
v7957,v19034,ser,true
v7957,v22318,ser,true
v7959,v143,seq,true
v7967,v10641,ser,true
v7968,v9648,char,true
v7970,v10445,ser,true
v7971,v6331,char,true
v7981,v256,orig,true
v7981,v1881,orig,true
v7982,v6435,ser,true
v7982,v9673,ser,true
v7983,v4,seq,false
v7986,v9373,ser,true
v7987,v11387,preq,false
v7998,v7162,char,true
v7998,v10645,seq,true
v8006,v523,preq,true
v8012,v6755,ser,true
v8012,v10078,ser,true
v8016,v5884,set,true
v8017,v5220,set,true
v8020,v751,orig,true
v8023,v25938,set,true
v8028,v11120,preq,true
v8028,v11121,ser,true
v8030,v4597,orig,true
v8030,v11636,char,true
v8034,v13926,preq,true
v8034,v13927,preq,true
v8035,v1022,orig,true
v8036,v9752,seq,true
v8037,v10538,fan,true
v8038,v11071,ser,true
v8041,v25287,seq,true
v8043,v10105,side,true
v8043,v11879,side,true
v8044,v7714,alt,true
v8045,v18793,seq,true
v8050,v6619,preq,true
v8051,v15648,char,true
v8054,v10103,side,true
v8055,v5429,alt,true
v8067,v5401,alt,true
v8071,v8187,ser,true
v8072,v9650,char,true
v8072,v16174,fan,true
v8073,v10207,ser,true
v8074,v3660,orig,true
v8074,v10537,alt,true
v8076,v5796,preq,true
v8076,v12556,seq,true
v8078,v8081,ser,true
v8079,v4881,preq,true
v8079,v4978,ser,true
v8080,v4978,ser,true
v8080,v8081,ser,true
v8081,v8078,ser,true
v8081,v8080,ser,true
v8089,v14611,seq,true
v8091,v6974,orig,true
v8093,v1230,orig,true
v8093,v3113,orig,true
v8094,v5782,orig,true
v8095,v12775,alt,true
v8097,v2821,seq,true
v8102,v8103,seq,true
v8102,v8104,set,true
v8102,v8105,seq,true
v8102,v8110,char,true
v8102,v30648,alt,true
v8103,v8102,preq,true
v8104,v8102,set,true
v8105,v8102,preq,true
v8109,v6118,preq,true
v8110,v8102,char,true
v8114,v8115,ser,true
v8115,v5636,ser,true
v8115,v8114,ser,true
v8127,v2695,orig,true
v8141,v1439,side,true
v8141,v8369,ser,true
v8143,v8369,ser,true
v8143,v8639,ser,true
v8144,v6463,char,true
v8146,v5145,ser,true
v8148,v26483,ser,true
v8150,v7390,alt,true
v8155,v2811,char,true
v8158,v87,set,true
v8158,v12480,fan,true
v8158,v12600,set,true
v8161,v13878,ser,true
v8171,v4909,preq,true
v8172,v4238,fan,true
v8172,v4832,char,true
v8172,v6029,seq,true
v8172,v6036,preq,true
v8172,v8173,ser,true
v8172,v29959,fan,true
v8173,v4238,fan,true
v8173,v4275,ser,true
v8173,v4832,char,true
v8173,v6029,seq,true
v8173,v6036,preq,true
v8173,v8172,ser,true
v8173,v29959,fan,true
v8175,v193,char,true
v8175,v664,char,true
v8175,v818,char,true
v8175,v840,char,true
v8175,v1179,char,true
v8175,v1392,char,true
v8175,v2199,char,true
v8175,v2544,char,true
v8175,v3543,char,true
v8175,v4886,char,true
v8176,v7011,preq,true
v8176,v12132,seq,true
v8182,v18972,seq,true
v8186,v7025,preq,true
v8187,v8071,ser,true
v8188,v4651,set,true
v8190,v12491,ser,true
v8191,v1104,orig,true
v8191,v1603,orig,true
v8192,v3947,preq,true
v8192,v12186,seq,true
v8199,v8200,seq,true
v8199,v8201,ser,true
v8200,v8199,preq,true
v8201,v8199,ser,true
v8202,v1646,char,true
v8202,v5690,orig,true
v8203,v10272,side,true
v8203,v12125,seq,true
v8203,v18891,side,true
v8203,v21701,ser,true
v8204,v34396,seq,true
v8205,v7088,par,true
v8209,v12966,char,false
v8209,v13044,char,false
v8209,v13257,seq,true
v8209,v13805,char,false
v8210,v8211,seq,true
v8210,v12162,set,true
v8211,v8210,preq,true
v8216,v4140,set,true
v8222,v8223,seq,true
v8222,v23079,char,true
v8223,v8222,preq,true
v8225,v8226,ser,true
v8225,v8614,char,true
v8226,v8225,ser,true
v8226,v8604,ser,true
v8227,v8256,seq,true
v8231,v4259,orig,true
v8236,v8246,seq,true
v8245,v387,char,false
v8246,v8236,preq,true
v8252,v12963,seq,true
v8253,v8780,preq,true
v8254,v8256,preq,true
v8256,v8227,preq,true
v8256,v8254,seq,true
v8262,v7609,char,true
v8267,v8278,ser,true
v8278,v8267,ser,true
v8280,v12914,set,true
v8282,v10233,ser,true
v8282,v14550,ser,true
v8283,v5357,ser,true
v8288,v3056,seq,true
v8289,v7801,preq,true
v8290,v8300,seq,true
v8291,v8292,seq,true
v8292,v8291,preq,true
v8292,v8293,seq,true
v8293,v8292,preq,true
v8295,v1439,ser,true
v8298,v8356,seq,true
v8300,v8290,preq,true
v8300,v8486,seq,true
v8301,v5583,set,true
v8301,v11711,set,true
v8302,v3687,par,false
v8309,v2968,orig,true
v8313,v8314,seq,true
v8314,v8313,preq,true
v8316,v8321,alt,true
v8317,v8318,alt,true
v8318,v8317,alt,true
v8321,v8316,alt,true
v8322,v1541,ser,true
v8324,v4,char,false
v8324,v387,char,false
v8325,v978,seq,true
v8325,v8326,ser,true
v8326,v4567,seq,true
v8326,v7492,ser,true
v8326,v7493,ser,true
v8326,v8325,ser,true
v8326,v8327,ser,true
v8327,v8326,ser,true
v8328,v5801,preq,true
v8330,v9134,preq,true
v8335,v24738,fan,true
v8335,v41605,fan,true
v8338,v8711,ser,true
v8338,v8712,ser,true
v8354,v5825,ser,true
v8356,v8298,preq,true
v8356,v8596,seq,true
v8360,v8361,seq,true
v8361,v8360,preq,true
v8369,v8141,ser,true
v8369,v8143,ser,true
v8377,v7826,preq,true
v8377,v34437,fan,true
v8377,v34438,fan,true
v8380,v8383,ser,true
v8382,v5072,char,true
v8382,v5961,char,true
v8383,v8380,ser,true
v8406,v988,preq,true
v8407,v935,seq,true
v8408,v10255,ser,true
v8408,v11239,fan,true
v8410,v8411,preq,true
v8411,v8410,seq,true
v8411,v8412,preq,true
v8412,v8411,seq,true
v8412,v16386,preq,true
v8413,v8414,seq,true
v8414,v8413,preq,true
v8414,v8415,seq,true
v8415,v8414,preq,true
v8415,v9392,seq,true
v8429,v5113,preq,true
v8429,v8430,seq,true
v8429,v14682,ser,true
v8430,v8429,preq,true
v8430,v14682,ser,true
v8430,v18923,seq,true
v8434,v3413,preq,true
v8434,v10700,seq,true
v8435,v12392,alt,true
v8438,v22013,set,true
v8439,v641,ser,true
v8440,v4719,orig,true
v8455,v10106,char,true
v8455,v16314,seq,true
v8456,v11575,set,true
v8456,v32157,alt,true
v8461,v885,char,false
v8461,v886,char,false
v8461,v4156,char,false
v8461,v4853,char,false
v8462,v9923,char,false
v8462,v10126,char,false
v8462,v10376,char,false
v8462,v10684,char,false
v8462,v10796,side,true
v8462,v11087,char,false
v8462,v12104,char,false
v8462,v14362,char,false
v8462,v23933,char,false
v8462,v48623,char,false
v8462,v50276,char,false
v8462,v53101,char,false
v8462,v53239,char,false
v8462,v53698,char,false
v8467,v11034,ser,true
v8473,v7177,ser,true
v8473,v11266,ser,true
v8474,v7083,par,true
v8475,v15154,preq,true
v8477,v8478,ser,true
v8478,v8477,ser,true
v8478,v8479,ser,true
v8479,v8478,ser,true
v8480,v4760,ser,true
v8486,v8300,preq,true
v8497,v10461,ser,true
v8497,v12607,set,true
v8499,v192,ser,true
v8499,v915,ser,true
v8499,v1914,ser,true
v8499,v12139,fan,true
v8499,v14294,char,true
v8505,v12584,fan,true
v8507,v15460,char,true
v8507,v17028,char,true
v8507,v17029,char,true
v8507,v28953,char,true
v8510,v26817,fan,true
v8511,v8517,ser,true
v8511,v11147,ser,true
v8517,v5137,ser,true
v8517,v8511,ser,true
v8519,v7026,char,true
v8528,v6072,fan,true
v8531,v18620,seq,true
v8540,v15206,preq,true
v8549,v23259,fan,true
v8551,v8787,set,true
v8552,v8553,ser,true
v8552,v12110,seq,true
v8553,v8552,ser,true
v8554,v8991,ser,true
v8561,v8563,ser,true
v8561,v8567,ser,true
v8563,v8561,ser,true
v8563,v8567,ser,true
v8566,v1929,alt,true
v8567,v8561,ser,true
v8567,v8563,ser,true
v8568,v8569,seq,true
v8569,v8568,preq,true
v8571,v5518,preq,true
v8571,v8572,seq,true
v8572,v8571,preq,true
v8580,v30318,ser,true
v8582,v15348,seq,true
v8583,v6570,preq,true
v8589,v4835,seq,true
v8589,v8999,fan,true
v8589,v18136,fan,true
v8591,v7803,orig,true
v8591,v11186,seq,true
v8595,v7736,seq,true
v8596,v8356,preq,true
v8600,v4836,ser,true
v8603,v8604,ser,true
v8604,v8226,ser,true
v8604,v8603,ser,true
v8606,v731,set,true
v8611,v8613,seq,true
v8613,v8611,preq,true
v8613,v8621,seq,true
v8614,v8225,char,true
v8614,v8618,ser,true
v8615,v7921,ser,true
v8615,v12848,ser,true
v8618,v8614,ser,true
v8618,v8635,ser,true
v8621,v8613,preq,true
v8622,v8637,seq,true
v8623,v3990,set,true
v8624,v8625,ser,true
v8625,v8624,ser,true
v8626,v10920,char,true
v8627,v15348,char,true
v8628,v8970,ser,true
v8628,v8971,ser,true
v8633,v2172,ser,true
v8635,v8618,ser,true
v8636,v7914,ser,true
v8637,v8622,preq,true
v8639,v8143,ser,true
v8639,v9415,ser,true
v8644,v10996,seq,true
v8645,v9417,ser,true
v8651,v8652,seq,true
v8651,v8653,ser,true
v8652,v8651,preq,true
v8652,v8653,seq,true
v8653,v8651,ser,true
v8653,v8652,preq,true
v8659,v9631,preq,true
v8664,v28,char,true
v8664,v202,char,true
v8664,v1141,char,true
v8664,v3200,char,true
v8664,v7583,char,true
v8666,v4515,char,true
v8666,v8667,ser,true
v8666,v8668,char,true
v8667,v8666,ser,true
v8667,v8668,ser,true
v8668,v4515,char,true
v8668,v8666,char,true
v8668,v8667,ser,true
v8668,v8669,ser,true
v8669,v8668,ser,true
v8669,v8670,ser,true
v8670,v2234,ser,true
v8670,v8669,ser,true
v8675,v32241,fan,true
v8676,v8678,seq,true
v8676,v32241,fan,true
v8678,v8676,preq,true
v8680,v159,ser,true
v8680,v8681,ser,true
v8681,v8680,ser,true
v8681,v18195,ser,true
v8682,v32241,fan,true
v8685,v8686,ser,true
v8686,v8685,ser,true
v8694,v8695,seq,true
v8694,v11001,alt,true
v8695,v8694,preq,true
v8695,v8696,seq,true
v8696,v8695,preq,true
v8696,v8697,seq,true
v8697,v8696,preq,true
v8700,v8703,ser,true
v8700,v34437,fan,true
v8700,v34438,fan,true
v8701,v19192,set,true
v8703,v8700,ser,true
v8703,v8705,ser,true
v8703,v34437,fan,true
v8703,v34438,fan,true
v8705,v8703,ser,true
v8705,v34437,fan,true
v8705,v34438,fan,true
v8708,v8709,ser,true
v8709,v8708,ser,true
v8709,v8710,ser,true
v8710,v8709,ser,true
v8710,v8711,ser,true
v8711,v8338,ser,true
v8711,v8710,ser,true
v8712,v8338,ser,true
v8712,v8713,ser,true
v8713,v8712,ser,true
v8714,v6111,ser,true
v8714,v8715,ser,true
v8715,v6111,seq,true
v8715,v8714,ser,true
v8715,v32241,fan,true
v8720,v8721,seq,true
v8720,v9422,alt,true
v8721,v8720,preq,true
v8721,v8722,seq,true
v8722,v8721,preq,true
v8724,v8725,ser,true
v8725,v8724,ser,true
v8725,v8726,ser,true
v8726,v8725,ser,true
v8728,v3935,ser,true
v8729,v20765,ser,true
v8730,v10093,ser,true
v8731,v18189,char,true
v8731,v18190,char,true
v8733,v47432,seq,true
v8734,v23921,ser,true
v8737,v8738,seq,true
v8737,v18136,fan,true
v8738,v8737,preq,true
v8739,v1279,orig,true
v8740,v16063,set,true
v8741,v8742,preq,true
v8741,v8743,alt,true
v8742,v8741,seq,true
v8742,v8743,alt,true
v8743,v8741,alt,true
v8743,v8742,alt,true
v8747,v8748,preq,true
v8748,v8747,seq,true
v8751,v8752,seq,true
v8752,v8751,preq,true
v8752,v8753,seq,true
v8753,v8752,preq,true
v8754,v15151,ser,true
v8754,v15153,ser,true
v8757,v11760,ser,true
v8758,v8821,set,true
v8758,v9459,set,true
v8758,v18178,set,true
v8759,v8760,seq,true
v8759,v12597,char,true
v8760,v8759,preq,true
v8760,v12597,char,true
v8766,v4355,ser,true
v8766,v8789,ser,true
v8767,v33986,alt,true
v8768,v7334,ser,true
v8768,v8779,seq,true
v8769,v8770,ser,true
v8770,v8769,ser,true
v8770,v8771,ser,true
v8770,v8822,side,true
v8771,v8770,ser,true
v8771,v8772,ser,true
v8771,v8823,side,true
v8772,v8771,ser,true
v8772,v8773,ser,true
v8772,v8775,ser,true
v8773,v8772,ser,true
v8773,v8774,ser,true
v8773,v8775,ser,true
v8773,v8776,ser,true
v8774,v8773,ser,true
v8774,v16345,ser,true
v8775,v8772,ser,true
v8775,v8773,ser,true
v8776,v8773,ser,true
v8779,v8768,preq,true
v8779,v8780,seq,true
v8780,v8253,seq,true
v8780,v8779,preq,true
v8781,v549,alt,true
v8786,v7567,preq,true
v8787,v8551,set,true
v8787,v8945,set,true
v8789,v8766,ser,true
v8789,v10574,ser,true
v8790,v8791,ser,true
v8791,v8790,ser,true
v8792,v8793,ser,true
v8793,v8792,ser,true
v8793,v8794,ser,true
v8794,v8793,ser,true
v8794,v9367,ser,true
v8798,v14936,char,true
v8799,v16454,par,true
v8802,v8803,seq,true
v8803,v8802,preq,true
v8805,v8806,seq,true
v8806,v8805,preq,true
v8809,v6172,ser,true
v8818,v8819,ser,true
v8819,v8818,ser,true
v8821,v8758,set,true
v8821,v9459,alt,true
v8822,v8770,par,true
v8823,v8771,par,true
v8826,v55604,side,true
v8832,v7576,preq,true
v8832,v26390,fan,true
v8832,v47986,side,false
v8834,v8835,ser,true
v8835,v5806,ser,true
v8835,v8834,ser,true
v8839,v14070,preq,true
v8841,v2482,alt,true
v8843,v9163,seq,true
v8847,v9418,ser,true
v8855,v8859,seq,true
v8856,v8857,ser,true
v8857,v8856,ser,true
v8857,v8858,ser,true
v8858,v8857,ser,true
v8859,v8855,preq,true
v8859,v8860,seq,true
v8860,v8859,preq,true
v8864,v45885,seq,true
v8870,v8872,preq,true
v8872,v8870,seq,true
v8874,v4568,preq,true
v8875,v18119,seq,true
v8885,v8886,ser,true
v8886,v8885,ser,true
v8888,v8889,ser,true
v8889,v8888,ser,true
v8891,v1356,char,false
v8891,v51772,char,false
v8892,v8893,seq,true
v8893,v8892,preq,true
v8893,v8894,seq,true
v8894,v8893,preq,true
v8894,v8895,seq,true
v8895,v8894,preq,true
v8895,v8896,seq,true
v8896,v8895,preq,true
v8900,v6710,orig,true
v8901,v8902,seq,true
v8902,v8901,preq,true
v8902,v8903,seq,true
v8903,v8902,preq,true
v8907,v9467,alt,true
v8924,v9107,preq,true
v8928,v11096,seq,true
v8934,v8935,ser,true
v8935,v8934,ser,true
v8935,v8936,ser,true
v8936,v8935,ser,true
v8938,v8939,ser,true
v8939,v8938,ser,true
v8945,v6967,set,true
v8945,v8787,set,true
v8945,v9150,set,true
v8950,v8951,ser,true
v8950,v15529,set,false
v8951,v8950,ser,true
v8951,v8952,ser,true
v8951,v15529,set,false
v8952,v8951,ser,true
v8952,v8953,ser,true
v8952,v15529,set,false
v8953,v8952,ser,true
v8953,v8954,ser,true
v8953,v15529,set,false
v8954,v8953,ser,true
v8954,v15529,set,false
v8956,v4549,char,true
v8956,v8957,preq,true
v8957,v3854,ser,true
v8957,v3855,ser,true
v8957,v8956,seq,true
v8961,v4513,ser,true
v8965,v169,char,true
v8970,v8628,ser,true
v8971,v8628,ser,true
v8971,v9070,preq,true
v8974,v8975,seq,true
v8975,v8974,preq,true
v8983,v7535,alt,true
v8984,v18242,char,true
v8988,v8989,seq,true
v8989,v8988,preq,true
v8989,v8990,seq,true
v8990,v8989,preq,true
v8991,v8554,ser,true
v8997,v8998,seq,true
v8998,v8997,preq,true
v8999,v4835,orig,true
v8999,v8589,orig,true
v9007,v7864,seq,true
v9009,v9010,ser,true
v9010,v9009,ser,true
v9010,v9011,ser,true
v9011,v9010,ser,true
v9013,v9014,ser,true
v9014,v9013,ser,true
v9017,v9018,ser,true
v9018,v9017,ser,true
v9019,v9020,seq,true
v9020,v9019,preq,true
v9022,v7146,ser,true
v9027,v9031,alt,true
v9028,v14183,side,true
v9030,v25875,side,true
v9031,v9027,alt,true
v9037,v9038,seq,true
v9038,v4734,seq,true
v9038,v9037,preq,true
v9039,v4735,preq,true
v9039,v18088,seq,true
v9040,v9044,ser,true
v9041,v9042,ser,true
v9042,v9041,ser,true
v9042,v9043,ser,true
v9043,v9042,ser,true
v9043,v9044,ser,true
v9044,v9040,ser,true
v9044,v9043,ser,true
v9045,v9046,seq,true
v9046,v9045,preq,true
v9047,v2153,orig,true
v9052,v14513,seq,true
v9059,v7108,ser,true
v9065,v4614,alt,true
v9065,v9066,seq,true
v9066,v4860,alt,true
v9066,v5737,seq,true
v9066,v9065,preq,true
v9067,v5737,preq,true
v9070,v8971,seq,true
v9081,v4916,ser,true
v9081,v15184,char,true
v9086,v43460,ser,true
v9093,v10979,fan,true
v9093,v14812,side,true
v9093,v16560,set,true
v9098,v9099,ser,true
v9099,v9098,ser,true
v9102,v21320,alt,true
v9107,v8924,seq,true
v9109,v5894,ser,true
v9112,v9113,seq,true
v9113,v9112,preq,true
v9113,v9114,seq,true
v9114,v9113,preq,true
v9114,v9115,seq,true
v9115,v9114,preq,true
v9115,v9116,seq,true
v9116,v9115,preq,true
v9116,v9117,seq,true
v9117,v9116,preq,true
v9117,v9118,seq,true
v9118,v9117,preq,true
v9119,v48385,seq,true
v9124,v14265,set,true
v9125,v12831,char,true
v9134,v8330,seq,true
v9134,v9135,ser,true
v9135,v9134,ser,true
v9137,v9138,seq,true
v9138,v9137,preq,true
v9138,v9139,seq,true
v9139,v9138,preq,true
v9139,v9140,seq,true
v9140,v9139,preq,true
v9149,v241,char,true
v9150,v8945,set,true
v9152,v7226,set,false
v9152,v9185,set,false
v9155,v10281,ser,true
v9155,v38000,preq,true
v9156,v11812,char,false
v9161,v9162,ser,true
v9162,v9161,ser,true
v9163,v8843,preq,true
v9175,v6589,set,true
v9175,v12273,set,true
v9181,v9182,alt,true
v9182,v9181,alt,true
v9183,v3524,ser,true
v9183,v9184,ser,true
v9184,v9183,ser,true
v9185,v1502,char,false
v9185,v5434,char,false
v9185,v7226,char,false
v9185,v9152,set,false
v9185,v13295,set,false
v9185,v13446,set,false
v9185,v52515,char,false
v9189,v3126,alt,true
