"id","vid","relation","official"
v21177,v27505,char,true
v21178,v26594,ser,true
v21178,v51121,fan,true
v21185,v22180,char,true
v21188,v20337,set,true
v21188,v24472,set,true
v21189,v9855,ser,true
v21190,v18956,preq,true
v21190,v23666,seq,true
v21192,v6438,orig,true
v21192,v16261,char,true
v21194,v19957,preq,true
v21194,v29044,ser,true
v21195,v47851,side,true
v21195,v59224,seq,true
v21199,v19365,set,true
v21199,v24016,set,true
v21200,v24652,set,true
v21202,v24510,seq,true
v21205,v36114,seq,true
v21208,v56578,side,true
v21216,v4929,char,false
v21216,v27559,char,false
v21217,v23061,seq,true
v21221,v22191,preq,true
v21223,v21227,char,true
v21223,v21228,char,true
v21223,v21229,char,true
v21223,v61450,preq,true
v21227,v21223,char,true
v21227,v21228,ser,true
v21228,v21223,char,true
v21228,v21227,ser,true
v21229,v21223,char,true
v21230,v3126,char,false
v21234,v31852,alt,false
v21234,v32562,char,true
v21234,v35688,alt,false
v21234,v43552,alt,false
v21235,v21061,par,true
v21236,v21061,par,true
v21237,v21061,par,true
v21243,v18594,preq,false
v21244,v18867,orig,true
v21245,v34112,seq,true
v21247,v15344,preq,true
v21254,v4906,preq,true
v21258,v7529,preq,true
v21259,v2063,preq,true
v21259,v21260,seq,true
v21260,v21259,preq,true
v21266,v16037,char,true
v21266,v29882,seq,true
v21266,v38573,char,true
v21267,v17046,preq,true
v21267,v28127,char,false
v21267,v47866,seq,true
v21267,v53484,char,true
v21269,v24660,fan,true
v21269,v26243,alt,true
v21273,v12949,char,true
v21273,v14779,char,true
v21273,v16043,char,true
v21273,v16599,char,true
v21273,v17263,char,true
v21281,v5883,preq,true
v21284,v21285,seq,true
v21285,v21284,preq,true
v21285,v22261,ser,true
v21289,v15053,set,true
v21289,v52836,ser,true
v21291,v23316,seq,true
v21295,v10597,set,true
v21295,v15637,char,true
v21295,v19644,orig,true
v21300,v20170,ser,true
v21300,v22727,char,true
v21301,v18698,preq,true
v21301,v30695,seq,true
v21308,v13048,alt,true
v21309,v716,char,false
v21309,v9889,char,false
v21311,v16451,par,false
v21316,v19431,char,true
v21316,v28883,char,true
v21319,v21320,seq,true
v21320,v9102,alt,true
v21320,v21319,preq,true
v21321,v23230,seq,true
v21322,v23350,ser,true
v21323,v4672,ser,true
v21323,v21324,side,true
v21324,v21323,par,true
v21328,v19725,ser,true
v21328,v23125,ser,true
v21328,v47065,fan,true
v21328,v47066,fan,true
v21330,v20667,par,true
v21332,v21333,seq,true
v21333,v21332,preq,true
v21336,v58754,preq,true
v21343,v93,orig,true
v21343,v94,orig,true
v21343,v4463,orig,true
v21345,v4874,char,true
v21345,v4890,char,true
v21345,v4891,char,true
v21345,v5170,char,true
v21345,v5171,preq,true
v21345,v5173,char,true
v21345,v5174,char,true
v21346,v6593,ser,true
v21349,v32187,ser,true
v21349,v57727,char,true
v21349,v57735,char,true
v21349,v57737,char,true
v21349,v57741,char,true
v21349,v57742,char,true
v21349,v57744,char,true
v21349,v57745,char,true
v21349,v57746,char,true
v21349,v57747,char,true
v21349,v57748,char,true
v21349,v57749,char,true
v21349,v57750,char,true
v21349,v57751,char,true
v21349,v57752,char,true
v21349,v57753,char,true
v21349,v58018,char,true
v21349,v58072,char,true
v21349,v58074,char,true
v21349,v58081,char,true
v21349,v58219,char,true
v21349,v58269,char,true
v21349,v58271,char,true
v21349,v58272,char,true
v21349,v58354,char,true
v21349,v58421,char,true
v21349,v58428,char,true
v21353,v20909,set,true
v21353,v46113,char,true
v21353,v46159,ser,true
v21353,v48291,char,true
v21359,v5962,alt,true
v21359,v21360,seq,true
v21360,v5963,alt,true
v21360,v21359,preq,true
v21360,v21361,seq,true
v21361,v5966,alt,true
v21361,v21360,preq,true
v21361,v21362,seq,true
v21362,v5967,alt,true
v21362,v5968,seq,true
v21362,v21361,preq,true
v21365,v20199,char,true
v21365,v24960,side,true
v21370,v16448,ser,true
v21370,v22372,char,false
v21370,v24967,char,false
v21375,v28440,side,true
v21376,v23828,seq,true
v21378,v27576,seq,true
v21381,v4275,alt,true
v21381,v24461,fan,true
v21393,v22314,ser,true
v21393,v36151,alt,true
v21397,v23378,seq,true
v21399,v14592,preq,true
v21400,v22797,seq,true
v21401,v15498,set,true
v21401,v23543,set,true
v21402,v16604,char,false
v21406,v21713,char,true
v21407,v17703,set,true
v21407,v23034,ser,true
v21407,v25421,char,true
v21407,v30698,set,true
v21410,v18770,preq,true
v21415,v23590,set,true
v21418,v40501,alt,false
v21418,v56869,char,false
v21418,v60995,alt,false
v21418,v60998,alt,false
v21418,v60999,alt,false
v21418,v61000,alt,false
v21418,v61001,alt,false
v21418,v61002,alt,false
v21418,v61003,alt,false
v21418,v61005,alt,false
v21418,v61006,side,false
v21418,v61007,alt,false
v21418,v61012,side,false
v21418,v61013,alt,false
v21418,v61014,alt,false
v21418,v61015,alt,false
v21418,v61017,alt,false
v21418,v61378,alt,false
v21418,v62115,preq,false
v21423,v23514,alt,false
v21424,v35689,preq,true
v21425,v39407,seq,true
v21425,v39408,seq,true
v21426,v22785,char,true
v21426,v50879,set,true
v21426,v54321,seq,true
v21427,v26972,alt,true
v21429,v20429,ser,true
v21432,v25328,ser,true
v21438,v12849,orig,true
v21441,v21442,seq,true
v21441,v21443,alt,true
v21441,v21444,char,false
v21441,v21445,char,false
v21442,v21441,preq,true
v21442,v30547,seq,true
v21443,v21441,alt,true
v21444,v21002,char,false
v21444,v21441,char,false
v21444,v21445,ser,true
v21444,v21446,ser,true
v21444,v21447,ser,true
v21444,v21448,ser,true
v21445,v21441,char,false
v21445,v21444,ser,true
v21446,v21444,ser,true
v21446,v21447,ser,true
v21446,v21448,ser,true
v21446,v21449,ser,true
v21446,v23171,char,false
v21447,v21444,ser,true
v21447,v21446,ser,true
v21448,v21444,ser,true
v21448,v21446,ser,true
v21449,v21446,ser,true
v21450,v23047,alt,true
v21451,v16976,ser,true
v21457,v28006,ser,true
v21459,v17825,orig,true
v21463,v35219,preq,true
v21465,v23744,fan,true
v21465,v26242,set,true
v21465,v28538,fan,true
v21465,v28712,preq,true
v21465,v32269,set,true
v21465,v47880,preq,true
v21465,v55293,fan,true
v21467,v21470,ser,true
v21467,v28088,ser,true
v21468,v25763,ser,true
v21469,v48387,ser,true
v21470,v21467,ser,true
v21473,v3625,alt,false
v21474,v24853,set,true
v21481,v21083,par,true
v21482,v68,preq,false
v21484,v21485,seq,true
v21485,v21484,preq,true
v21491,v30141,char,true
v21493,v22599,seq,true
v21493,v25810,set,true
v21495,v15143,char,true
v21499,v24286,seq,true
v21501,v15293,orig,true
v21502,v25022,seq,true
v21504,v14633,char,true
v21508,v14633,char,false
v21511,v19558,preq,true
v21514,v19890,ser,false
v21515,v21732,set,true
v21517,v18783,set,true
v21517,v22379,set,true
v21517,v23596,fan,true
v21521,v14908,orig,true
v21521,v18314,orig,true
v21522,v18489,seq,true
v21523,v18852,set,true
v21523,v32021,set,true
v21524,v26907,side,true
v21524,v55301,alt,true
v21525,v17984,ser,true
v21527,v24880,ser,true
v21528,v18337,alt,true
v21528,v22581,side,true
v21528,v27685,seq,true
v21528,v28342,side,true
v21529,v25964,ser,true
v21529,v29909,set,true
v21533,v18721,ser,true
v21533,v22513,ser,true
v21538,v20139,preq,true
v21538,v22376,seq,true
v21547,v3643,orig,true
v21548,v3643,orig,true
v21552,v22594,fan,true
v21552,v25813,set,true
v21552,v30456,set,true
v21556,v20969,preq,true
v21558,v21982,char,true
v21560,v23793,preq,true
v21560,v23794,seq,true
v21564,v15972,preq,true
v21564,v24885,seq,true
v21566,v21568,ser,true
v21567,v21568,seq,true
v21568,v21566,ser,true
v21568,v21567,preq,true
v21568,v21569,seq,true
v21569,v21568,preq,true
v21569,v21570,seq,true
v21570,v21569,preq,true
v21570,v21571,seq,true
v21571,v21570,preq,true
v21572,v9732,alt,true
v21577,v20381,ser,true
v21577,v22478,ser,true
v21582,v23570,preq,true
v21583,v19600,set,true
v21583,v24409,char,true
v21602,v19117,preq,true
v21603,v21605,ser,true
v21605,v21603,ser,true
v21607,v21608,alt,true
v21607,v22482,seq,true
v21608,v21607,alt,true
v21610,v15803,ser,true
v21620,v25007,set,true
v21620,v26907,side,true
v21620,v30835,fan,true
v21622,v24526,seq,true
v21635,v21636,set,true
v21636,v18950,char,true
v21636,v21635,set,true
v21638,v27173,ser,true
v21644,v751,par,true
v21646,v15653,char,true
v21646,v20256,orig,true
v21647,v1052,set,true
v21663,v17048,ser,true
v21664,v11033,ser,true
v21664,v17975,ser,true
v21664,v55302,alt,true
v21668,v19829,preq,true
v21668,v23740,seq,true
v21669,v20681,preq,true
v21669,v22498,seq,true
v21671,v22143,seq,true
v21675,v17843,orig,true
v21683,v20465,ser,true
v21687,v169,orig,true
v21687,v1279,orig,true
v21687,v1517,orig,true
v21687,v2396,orig,true
v21687,v2397,orig,true
v21687,v2936,orig,true
v21688,v2500,set,true
v21701,v8203,ser,true
v21702,v21704,side,true
v21704,v21702,par,true
v21705,v1913,orig,true
v21705,v18783,orig,true
v21707,v21128,preq,true
v21711,v18876,ser,true
v21711,v22035,ser,true
v21712,v16473,ser,true
v21713,v20767,char,true
v21713,v21406,char,true
v21714,v1994,char,true
v21714,v4624,char,true
v21714,v10498,char,true
v21714,v17991,char,true
v21715,v18188,ser,true
v21715,v21716,ser,true
v21716,v21715,ser,true
v21716,v22639,set,true
v21721,v26652,char,true
v21721,v30840,side,true
v21724,v1715,char,true
v21724,v4540,char,true
v21724,v7803,char,true
v21724,v11179,char,true
v21724,v17343,char,true
v21725,v12369,char,false
v21727,v16432,preq,true
v21732,v21515,set,true
v21734,v20406,ser,true
v21735,v18888,preq,true
v21738,v20242,ser,true
v21738,v33982,ser,true
v21739,v19119,preq,true
v21739,v30132,char,false
v21740,v45105,seq,true
v21742,v34082,side,true
v21742,v34083,side,true
v21742,v34084,side,true
v21742,v34085,side,true
v21745,v43537,char,true
v21750,v21128,preq,true
v21752,v22829,seq,true
v21754,v20076,preq,true
v21754,v29176,seq,true
v21756,v29355,par,true
v21766,v11920,preq,true
v21768,v26090,fan,true
v21769,v24825,ser,true
v21772,v20544,preq,true
v21773,v22592,seq,true
v21773,v26391,char,true
v21775,v20948,char,true
v21782,v25914,seq,true
v21784,v7634,set,true
v21786,v19716,orig,true
v21787,v60719,fan,true
v21788,v22597,ser,true
v21788,v22598,ser,true
v21789,v18160,orig,true
v21792,v2089,char,true
v21794,v21128,preq,true
v21799,v48035,alt,true
v21803,v28650,preq,true
v21803,v49041,preq,true
v21805,v20034,preq,true
v21809,v24716,char,true
v21812,v14292,par,true
v21816,v93,set,true
v21816,v36743,char,true
v21816,v36745,char,true
v21817,v19082,par,true
v21817,v21818,ser,true
v21818,v21817,ser,true
v21818,v21819,ser,true
v21819,v21818,ser,true
v21819,v22522,ser,true
v21820,v27538,set,true
v21820,v45986,set,true
v21824,v31779,char,true
v21824,v36708,char,true
v21825,v28934,set,true
v21845,v20900,char,true
v21851,v14544,ser,true
v21852,v24717,fan,true
v21852,v33036,set,true
v21854,v18259,ser,true
v21854,v24380,ser,true
v21856,v60255,seq,true
v21857,v20860,orig,true
v21858,v9359,seq,true
v21861,v16448,ser,true
v21862,v23214,seq,true
v21862,v54165,seq,true
v21864,v21865,ser,true
v21865,v21864,ser,true
v21865,v21866,ser,true
v21866,v21865,ser,true
v21871,v19706,set,true
v21872,v18032,preq,true
v21875,v38324,seq,true
v21876,v11120,alt,true
v21894,v20062,orig,true
v21903,v24626,seq,true
v21905,v22637,alt,false
v21905,v22717,alt,false
v21905,v22751,alt,false
v21905,v22824,alt,false
v21905,v22949,alt,false
v21905,v22950,set,false
v21905,v22966,alt,false
v21905,v22971,seq,false
v21905,v23036,alt,false
v21905,v23037,alt,false
v21905,v23058,alt,false
v21905,v23170,alt,false
v21905,v23171,alt,false
v21905,v23239,alt,false
v21905,v23240,alt,false
v21905,v23283,alt,false
v21905,v23410,alt,false
v21905,v23656,alt,false
v21905,v23989,alt,false
v21905,v24066,alt,false
v21905,v24173,alt,false
v21905,v25414,alt,false
v21905,v25623,alt,false
v21905,v26793,alt,false
v21905,v28149,alt,false
v21905,v28280,alt,false
v21905,v28325,alt,false
v21905,v28358,alt,false
v21905,v28387,alt,false
v21905,v28389,alt,false
v21905,v28556,alt,false
v21905,v29269,alt,false
v21905,v29389,alt,false
v21905,v29655,alt,false
v21905,v31460,alt,false
v21905,v31966,seq,false
v21905,v32003,alt,false
v21905,v32004,seq,false
v21905,v32163,alt,false
v21905,v32515,alt,false
v21905,v33214,alt,false
v21905,v33821,alt,false
v21905,v33827,char,false
v21905,v33840,alt,false
v21905,v33966,seq,false
v21905,v34161,alt,false
v21905,v34162,alt,false
v21905,v34165,seq,false
v21905,v34201,seq,false
v21905,v34219,alt,false
v21905,v34297,seq,false
v21905,v34350,seq,false
v21905,v34412,alt,false
v21905,v34447,alt,false
v21905,v34448,alt,false
v21905,v34449,alt,false
v21905,v34450,alt,false
v21905,v35126,alt,false
v21905,v35821,char,false
v21905,v36186,alt,false
v21905,v36880,fan,false
v21905,v37932,alt,false
v21905,v39843,alt,false
v21905,v42310,alt,false
v21905,v42311,alt,false
v21905,v42766,char,false
v21905,v45511,seq,false
v21905,v48316,alt,false
v21905,v48317,seq,false
v21905,v49414,alt,false
v21905,v51022,alt,false
v21905,v51141,seq,false
v21905,v51435,alt,false
v21905,v52496,alt,false
v21905,v53215,side,false
v21905,v53336,char,false
v21905,v54513,alt,false
v21905,v56272,alt,false
v21905,v56801,char,false
v21905,v58523,alt,false
v21905,v58848,alt,false
v21905,v58874,side,false
v21905,v58875,side,false
v21905,v59127,alt,false
v21905,v59128,fan,false
v21905,v59154,alt,false
v21905,v59165,alt,false
v21905,v59202,alt,false
v21905,v59203,alt,false
v21905,v59204,alt,false
v21905,v59205,alt,false
v21905,v59208,fan,false
v21905,v59248,alt,false
v21905,v59249,fan,false
v21905,v59269,alt,false
v21905,v59270,alt,false
v21905,v59274,alt,false
v21905,v59276,alt,false
v21905,v59734,char,false
v21905,v60080,alt,false
v21905,v60623,alt,false
v21905,v60684,char,false
v21905,v60721,char,false
v21905,v60722,char,false
v21905,v60733,char,false
v21905,v60744,char,false
v21905,v60753,alt,false
v21905,v60760,alt,false
v21905,v60761,alt,false
v21905,v60780,alt,false
v21905,v61021,char,false
v21905,v62261,set,false
v21913,v18353,preq,true
v21919,v19687,ser,true
v21919,v23276,ser,true
v21921,v10479,preq,true
v21928,v6869,alt,true
v21928,v6875,char,true
v21931,v10237,set,true
v21931,v23450,fan,true
v21933,v20342,set,true
v21933,v24828,seq,true
v21934,v19289,ser,true
v21940,v22659,set,true
v21951,v58737,char,true
v21953,v20105,ser,true
v21953,v24084,ser,true
v21956,v22822,fan,true
v21956,v39649,set,true
v21957,v18381,char,true
v21957,v24609,side,true
v21963,v22578,seq,true
v21964,v5690,ser,true
v21964,v23725,fan,true
v21964,v28683,set,true
v21964,v47203,ser,true
v21965,v22525,set,true
v21970,v21116,preq,true
v21971,v7250,preq,true
v21976,v25385,seq,true
v21976,v28146,seq,true
v21976,v57035,alt,true
v21977,v11631,seq,true
v21978,v20862,ser,true
v21978,v22062,ser,true
v21978,v27225,seq,true
v21979,v3861,preq,true
v21982,v21558,char,true
v21983,v24832,alt,true
v21983,v32719,char,true
v21988,v16682,ser,true
v21993,v26772,seq,true
v21996,v19483,char,false
v21996,v23417,set,false
v21996,v31788,char,false
v21999,v22000,preq,true
v21999,v22121,seq,true
v22000,v21999,seq,true
v22000,v36152,alt,true
v22008,v54137,set,true
v22012,v22064,seq,true
v22013,v362,set,true
v22013,v8438,set,true
v22013,v27053,fan,true
v22016,v18893,preq,true
v22020,v17763,seq,true
v22022,v1751,preq,true
v22023,v14375,char,true
v22025,v23234,seq,true
v22025,v26022,ser,true
v22026,v18353,set,true
v22027,v23223,fan,true
v22031,v19067,set,true
v22035,v21711,ser,true
v22035,v22312,ser,true
v22037,v20232,preq,true
v22038,v19763,ser,true
v22043,v20369,set,true
v22043,v26051,set,true
v22045,v19444,set,true
v22048,v22049,char,true
v22048,v28058,fan,true
v22049,v22048,char,true
v22049,v28058,fan,true
v22051,v26772,char,true
v22055,v15252,preq,true
v22061,v26624,seq,true
v22062,v21978,ser,true
v22062,v22570,ser,true
v22064,v22012,preq,true
v22068,v26856,set,true
v22069,v11526,alt,true
v22070,v22089,preq,true
v22070,v22130,seq,true
v22078,v4732,char,true
v22078,v5658,ser,true
v22079,v23831,alt,true
v22081,v22082,seq,true
v22082,v22081,preq,true
v22084,v25778,alt,true
v22084,v25782,seq,true
v22089,v22070,seq,true
v22091,v26404,preq,true
v22091,v31275,seq,true
v22097,v25718,preq,true
v22105,v20433,preq,true
v22105,v22106,seq,true
v22106,v20433,preq,true
v22106,v22105,preq,true
v22106,v22282,seq,true
v22114,v18432,orig,true
v22121,v21999,preq,true
v22121,v22216,seq,true
v22123,v23437,set,true
v22124,v42939,alt,false
v22124,v44641,side,false
v22124,v59967,side,false
v22126,v29296,seq,true
v22130,v22070,preq,true
v22135,v26314,set,true
v22140,v17106,par,true
v22141,v19639,preq,true
v22143,v21671,preq,true
v22144,v22646,side,true
v22144,v22909,ser,true
v22146,v15581,seq,true
v22151,v25232,ser,true
v22154,v25902,ser,true
v22154,v33265,ser,true
v22158,v47968,seq,true
v22163,v29360,side,true
v22167,v20684,orig,true
v22169,v7896,set,false
v22169,v13354,set,false
v22169,v19429,set,false
v22169,v20556,set,false
v22169,v21152,set,false
v22169,v26725,set,false
v22169,v27148,alt,true
v22169,v28973,set,false
v22170,v21161,preq,true
v22170,v22583,set,true
v22170,v22618,side,true
v22170,v23024,fan,true
v22173,v22831,set,true
v22175,v20314,ser,true
v22175,v30715,ser,true
v22180,v2351,char,true
v22180,v21185,char,true
v22181,v18162,set,true
v22181,v53035,set,true
v22186,v24214,side,true
v22186,v29930,ser,true
v22187,v20357,par,true
v22190,v16479,char,true
v22190,v19470,preq,true
v22190,v29067,ser,true
v22190,v30946,char,true
v22190,v48291,char,true
v22190,v49221,char,true
v22190,v50460,char,true
v22191,v21221,seq,true
v22192,v10051,orig,true
v22199,v15651,alt,true
v22205,v29067,seq,true
v22205,v30423,alt,true
v22205,v46150,char,true
v22205,v46154,fan,true
v22205,v46156,fan,true
v22205,v46158,fan,true
v22205,v48291,char,true
v22205,v55541,char,true
v22207,v29805,seq,true
v22208,v17839,alt,true
v22211,v20319,preq,true
v22214,v12931,ser,true
v22214,v28346,fan,true
v22214,v30957,alt,true
v22216,v22121,preq,true
v22216,v22557,seq,true
v22219,v20813,alt,true
v22219,v23060,alt,true
v22219,v26338,char,true
v22223,v17462,preq,true
v22227,v22945,ser,true
v22232,v22233,ser,true
v22233,v22232,ser,true
v22234,v26042,side,true
v22235,v13545,par,true
v22235,v29117,side,true
v22237,v16926,ser,true
v22237,v26675,ser,true
v22251,v17745,ser,true
v22256,v33375,seq,true
v22256,v43073,seq,true
v22257,v7498,par,false
v22260,v26857,seq,true
v22261,v21285,ser,true
v22261,v22262,ser,true
v22262,v22261,ser,true
v22262,v22263,ser,true
v22263,v22262,ser,true
v22276,v28391,alt,true
v22282,v20433,preq,true
v22282,v22106,preq,true
v22282,v24872,seq,true
v22282,v25673,seq,true
v22292,v54092,ser,true
v22294,v22365,set,true
v22301,v13056,seq,true
v22303,v16560,par,true
v22304,v28034,set,true
v22307,v4654,char,true
v22310,v12694,ser,true
v22312,v22035,ser,true
v22312,v24134,side,true
v22314,v21393,ser,true
v22314,v24915,ser,true
v22315,v31186,seq,true
v22316,v18710,set,true
v22318,v7957,ser,true
v22318,v11845,ser,true
v22319,v29355,orig,true
v22320,v14711,orig,true
v22323,v6890,alt,true
v22323,v6938,char,true
v22323,v16827,char,true
v22323,v41188,char,true
v22325,v22341,set,true
v22325,v22366,ser,true
v22326,v12286,orig,true
v22336,v36593,side,true
v22339,v23497,seq,true
v22340,v24860,seq,true
v22341,v22325,set,true
v22343,v13705,preq,true
v22344,v21072,orig,true
v22345,v18694,ser,true
v22345,v25492,fan,true
v22347,v22942,char,true
v22347,v26461,char,true
v22348,v20267,preq,true
v22350,v6890,ser,true
v22350,v13522,ser,true
v22365,v22294,set,true
v22365,v43420,set,true
v22366,v22325,ser,true
v22366,v27501,seq,true
v22371,v22537,side,true
v22371,v24163,set,true
v22372,v21370,char,false
v22372,v24967,ser,true
v22376,v21538,preq,true
v22376,v24480,seq,true
v22377,v20139,alt,true
v22379,v21517,set,true
v22381,v36680,ser,true
v22383,v24015,seq,true
v22387,v31799,seq,true
v22393,v37232,fan,true
v22397,v25314,ser,true
v22398,v16315,ser,true
v22412,v44529,seq,true
v22415,v7679,par,false
v22415,v22416,seq,true
v22416,v22415,preq,true
v22425,v20309,side,true
v22428,v5678,preq,true
v22434,v19041,ser,true
v22436,v20624,ser,true
v22436,v25127,ser,true
v22440,v16451,par,false
v22441,v17964,ser,false
v22443,v6851,alt,true
v22444,v14711,orig,true
v22445,v24916,alt,true
v22449,v1234,orig,true
v22450,v25870,side,false
v22450,v37759,side,false
v22450,v37760,side,true
v22450,v37761,side,false
v22452,v22453,char,true
v22453,v22452,char,true
v22470,v20908,ser,true
v22470,v58249,ser,true
v22471,v20515,orig,true
v22473,v41097,alt,true
v22478,v21577,ser,true
v22479,v5498,ser,true
v22482,v21607,preq,true
v22486,v9330,ser,true
v22492,v9409,char,true
v22492,v22493,seq,true
v22492,v22494,char,true
v22493,v22492,preq,true
v22494,v1671,char,true
v22494,v9409,char,true
v22494,v22492,char,true
v22497,v22578,preq,true
v22498,v21669,preq,true
v22499,v32797,seq,true
v22499,v51057,alt,true
v22500,v25441,seq,true
v22500,v39339,char,true
v22500,v55360,seq,true
v22501,v7331,preq,true
v22501,v31489,seq,true
v22505,v382,alt,true
v22505,v2002,seq,true
v22505,v3091,fan,true
v22505,v14018,seq,true
v22505,v49006,set,false
v22506,v22508,seq,true
v22506,v27990,side,true
v22506,v27991,side,true
v22506,v27992,side,true
v22506,v27995,side,true
v22506,v27998,set,true
v22506,v28041,side,true
v22506,v29598,set,true
v22506,v33034,set,true
v22508,v22506,preq,true
v22508,v27993,seq,true
v22513,v21533,ser,true
v22521,v21047,char,false
v22521,v33370,char,false
v22522,v21819,ser,true
v22522,v23519,ser,true
v22523,v3452,alt,false
v22524,v26951,alt,true
v22525,v21965,set,true
v22526,v20250,set,true
v22531,v31344,seq,true
v22535,v43537,char,true
v22537,v22371,par,true
v22557,v22216,preq,true
v22557,v22558,seq,true
v22557,v28778,seq,true
v22558,v22557,preq,true
v22558,v28774,seq,true
v22558,v28779,seq,true
v22559,v17728,preq,true
v22559,v27186,seq,true
v22561,v5289,ser,true
v22561,v24782,fan,true
v22570,v22062,ser,true
v22570,v23070,ser,true
v22575,v14711,orig,true
v22578,v21963,preq,true
v22578,v22497,seq,true
v22579,v4163,alt,false
v22580,v24143,set,true
v22581,v21528,par,true
v22583,v22170,set,true
v22583,v23244,set,true
v22584,v32562,char,true
v22585,v19891,preq,true
v22586,v19962,char,false
v22588,v31023,seq,true
v22588,v31024,fan,true
v22591,v97,alt,false
v22592,v21773,preq,true
v22594,v21552,orig,true
v22597,v21788,ser,true
v22598,v21788,ser,true
v22599,v21493,preq,true
v22599,v25810,set,true
v22600,v20990,ser,true
v22600,v28268,ser,true
v22602,v51770,char,true
v22603,v25713,set,true
v22603,v26987,set,true
v22606,v29267,char,false
v22610,v19133,orig,true
v22610,v32818,seq,true
v22611,v45408,char,true
v22614,v16935,ser,true
v22614,v44188,ser,true
v22615,v19526,preq,true
v22616,v26946,ser,true
v22617,v16974,ser,true
v22618,v22170,par,true
v22619,v25720,seq,true
v22619,v44706,alt,true
v22624,v14122,preq,true
v22629,v25433,seq,true
v22632,v12812,set,true
v22632,v34468,set,true
v22633,v29540,seq,true
v22633,v29920,fan,true
v22637,v21905,alt,false
v22637,v23036,alt,true
v22639,v21716,set,true
v22640,v22641,ser,true
v22640,v24343,alt,true
v22641,v22640,ser,true
v22641,v22795,ser,true
v22641,v24343,alt,true
v22646,v22144,par,true
v22650,v16661,preq,true
v22650,v28248,seq,true
v22654,v19936,preq,true
v22658,v22725,alt,true
v22658,v22726,alt,true
v22659,v21940,set,true
v22663,v25300,set,true
v22667,v51342,set,true
v22667,v56776,set,true
v22675,v22676,seq,true
v22676,v22675,preq,true
v22676,v22677,seq,true
v22677,v22676,preq,true
v22677,v22678,seq,true
v22678,v22677,preq,true
v22678,v22679,seq,true
v22679,v22678,preq,true
v22679,v22680,seq,true
v22680,v22679,preq,true
v22680,v22681,seq,true
v22681,v22680,preq,true
v22681,v22683,seq,true
v22683,v22681,preq,true
v22683,v22685,seq,true
v22685,v22683,preq,true
v22685,v22686,seq,true
v22686,v22685,preq,true
v22686,v22687,seq,true
v22687,v22686,preq,true
v22687,v22688,seq,true
v22688,v22687,preq,true
v22688,v22689,seq,true
v22689,v22688,preq,true
v22689,v22690,seq,true
v22690,v22689,preq,true
v22690,v22691,seq,true
v22691,v22690,preq,true
v22692,v25241,set,true
v22697,v27492,ser,true
v22703,v20727,alt,true
v22703,v28533,seq,true
v22703,v28742,ser,true
v22704,v23308,ser,true
v22705,v23392,ser,true
v22713,v28731,alt,true
v22717,v21905,alt,false
v22718,v13724,char,true
v22718,v13725,char,true
v22718,v13726,char,true
v22722,v20400,preq,true
v22722,v28889,seq,true
v22725,v22658,alt,true
v22725,v22726,alt,true
v22726,v22658,alt,true
v22726,v22725,alt,true
v22727,v21300,char,true
v22728,v20032,preq,true
v22728,v29940,seq,false
v22728,v33133,set,true
v22729,v24308,preq,true
v22731,v1160,orig,true
v22731,v12601,orig,true
v22731,v17391,orig,true
v22732,v2926,char,true
v22732,v22766,ser,true
v22732,v23390,ser,true
v22734,v20900,preq,true
v22734,v45744,seq,true
v22739,v28921,ser,true
v22741,v30162,fan,true
v22746,v28003,fan,true
v22749,v18284,preq,true
v22751,v21905,alt,false
v22753,v353,alt,true
v22755,v24846,alt,false
v22756,v13675,ser,true
v22760,v19042,ser,true
v22760,v25515,seq,true
v22761,v25613,alt,true
v22765,v23391,seq,true
v22765,v25402,ser,true
v22766,v2926,char,true
v22766,v22732,ser,true
v22766,v39138,char,true
v22767,v22943,alt,true
v22769,v22770,ser,true
v22770,v22769,ser,true
v22774,v16802,preq,true
v22774,v22775,seq,true
v22775,v22774,preq,true
v22775,v22776,fan,true
v22776,v22775,orig,true
v22782,v18334,ser,false
v22783,v414,char,true
v22784,v18872,char,true
v22785,v15506,char,true
v22785,v16984,char,true
v22785,v17883,char,true
v22785,v18060,char,true
v22785,v18460,char,true
v22785,v18825,char,true
v22785,v19198,char,true
v22785,v19673,char,true
v22785,v20501,char,true
v22785,v21054,char,true
v22785,v21426,char,true
v22788,v25518,seq,true
v22789,v17972,ser,true
v22790,v20194,preq,true
v22790,v22791,seq,true
v22791,v22790,preq,true
v22791,v22792,seq,true
v22792,v22791,preq,true
v22792,v23190,seq,true
v22795,v22641,ser,true
v22795,v22796,ser,true
v22795,v24343,alt,true
v22796,v22795,ser,true
v22796,v24343,alt,true
v22797,v21400,preq,true
v22797,v23524,seq,true
v22801,v56756,ser,true
v22808,v62101,side,true
v22809,v43537,char,true
v22811,v23251,seq,true
v22812,v28105,seq,true
v22819,v25560,set,true
v22820,v16200,char,false
v22822,v21956,orig,true
v22824,v21905,alt,false
v22826,v60797,ser,true
v22829,v21752,preq,true
v22831,v22173,set,true
v22837,v56929,set,false
v22850,v26536,seq,true
v22850,v31659,char,true
v22856,v22857,seq,true
v22856,v22925,set,true
v22857,v22856,preq,true
v22861,v25034,seq,true
v22864,v4431,par,true
v22865,v3126,alt,false
v22865,v37046,seq,false
v22865,v55381,side,false
v22865,v60635,side,false
v22865,v60636,seq,false
