"vid","votecount","votecount_rank"
v58561,0,37187
v58562,0,37187
v58566,0,37187
v58567,0,37187
v58569,0,37187
v58570,0,37187
v58571,0,37187
v58572,0,37187
v58573,0,37187
v58574,0,37187
v58576,0,37187
v58577,0,37187
v58578,0,37187
v58579,0,37187
v58580,0,37187
v58581,0,37187
v58582,0,37187
v58583,0,37187
v58586,0,37187
v58587,0,37187
v58588,0,37187
v58589,0,37187
v58590,0,37187
v58591,0,37187
v58592,0,37187
v58593,0,37187
v58594,0,37187
v58595,0,37187
v58597,0,37187
v921,0,37187
v58599,0,37187
v58600,0,37187
v58601,0,37187
v58602,0,37187
v58603,0,37187
v58604,0,37187
v58605,0,37187
v58606,0,37187
v58607,0,37187
v58610,0,37187
v58611,0,37187
v58612,0,37187
v920,0,37187
v58614,0,37187
v58615,0,37187
v58616,0,37187
v58617,0,37187
v58618,0,37187
v58622,0,37187
v58623,0,37187
v58624,0,37187
v58625,0,37187
v58628,0,37187
v58630,0,37187
v58631,0,37187
v58632,0,37187
v58634,0,37187
v58635,0,37187
v58636,0,37187
v58638,0,37187
v58639,0,37187
v58642,0,37187
v58643,0,37187
v58644,0,37187
v58645,0,37187
v58649,0,37187
v58651,0,37187
v58654,0,37187
v62353,0,37187
v58656,0,37187
v58657,0,37187
v58658,0,37187
v58659,0,37187
v58660,0,37187
v58662,0,37187
v58664,0,37187
v58665,0,37187
v58668,0,37187
v58669,0,37187
v58671,0,37187
v58672,0,37187
v58673,0,37187
v58675,0,37187
v58676,0,37187
v58677,0,37187
v58678,0,37187
v58679,0,37187
v58680,0,37187
v58682,0,37187
v58683,0,37187
v58684,0,37187
v58685,0,37187
v58686,0,37187
v58687,0,37187
v58688,0,37187
v58689,0,37187
v58690,0,37187
v58691,0,37187
v58693,0,37187
v58694,0,37187
v58696,0,37187
v58697,0,37187
v58698,0,37187
v58699,0,37187
v58700,0,37187
v58701,0,37187
v58702,0,37187
v58703,0,37187
v58704,0,37187
v58705,0,37187
v58706,0,37187
v58708,0,37187
v58709,0,37187
v58710,0,37187
v58711,0,37187
v58712,0,37187
v58713,0,37187
v58714,0,37187
v58715,0,37187
v58716,0,37187
v58717,0,37187
v58718,0,37187
v58720,0,37187
v58721,0,37187
v58722,0,37187
v58723,0,37187
v58724,0,37187
v58725,0,37187
v58726,0,37187
v58727,0,37187
v58728,0,37187
v58730,0,37187
v58731,0,37187
v58733,0,37187
v58734,0,37187
v58735,0,37187
v58738,0,37187
v58739,0,37187
v58741,0,37187
v58743,0,37187
v58744,0,37187
v58745,0,37187
v58746,0,37187
v58747,0,37187
v58748,0,37187
v58749,0,37187
v58750,0,37187
v58751,0,37187
v58752,0,37187
v58753,0,37187
v58754,0,37187
v58755,0,37187
v58756,0,37187
v58757,0,37187
v58758,0,37187
v58759,0,37187
v58760,0,37187
v58761,0,37187
v910,0,37187
v58763,0,37187
v58764,0,37187
v58765,0,37187
v58766,0,37187
v58767,0,37187
v58768,0,37187
v58769,0,37187
v58773,0,37187
v58774,0,37187
v58775,0,37187
v58777,0,37187
v58779,0,37187
v58780,0,37187
v58781,0,37187
v58782,0,37187
v58783,0,37187
v58784,0,37187
v58785,0,37187
v58786,0,37187
v58787,0,37187
v58788,0,37187
v58790,0,37187
v58791,0,37187
v58792,0,37187
v58793,0,37187
v58798,0,37187
v58799,0,37187
v58801,0,37187
v58806,0,37187
v62354,0,37187
v58811,0,37187
v58812,0,37187
v58813,0,37187
v58814,0,37187
v58815,0,37187
v58816,0,37187
v58817,0,37187
v58818,0,37187
v58819,0,37187
v58820,0,37187
v58821,0,37187
v58822,0,37187
v58823,0,37187
v58824,0,37187
v58825,0,37187
v58826,0,37187
v58827,0,37187
v58828,0,37187
v58829,0,37187
v58830,0,37187
v58832,0,37187
v58833,0,37187
v58834,0,37187
v58835,0,37187
v58836,0,37187
v58837,0,37187
v909,0,37187
v58839,0,37187
v58840,0,37187
v58841,0,37187
v58842,0,37187
v58843,0,37187
v58844,0,37187
v58846,0,37187
v58847,0,37187
v906,0,37187
v58850,0,37187
v58851,0,37187
v58854,0,37187
v58857,0,37187
v58858,0,37187
v58859,0,37187
v58860,0,37187
v58861,0,37187
v58862,0,37187
v58863,0,37187
v58864,0,37187
v58865,0,37187
v58866,0,37187
v58867,0,37187
v58868,0,37187
v58869,0,37187
v58870,0,37187
v58871,0,37187
v58872,0,37187
v58873,0,37187
v62355,0,37187
v58879,0,37187
v58882,0,37187
v58883,0,37187
v58884,0,37187
v58885,0,37187
v58886,0,37187
v58888,0,37187
v58890,0,37187
v58891,0,37187
v58892,0,37187
v58893,0,37187
v58894,0,37187
v58895,0,37187
v58897,0,37187
v58898,0,37187
v58899,0,37187
v58900,0,37187
v58901,0,37187
v58903,0,37187
v58904,0,37187
v58907,0,37187
v58910,0,37187
v58913,0,37187
v58914,0,37187
v58915,0,37187
v58916,0,37187
v58917,0,37187
v58918,0,37187
v58921,0,37187
v58922,0,37187
v58923,0,37187
v58924,0,37187
v58925,0,37187
v58926,0,37187
v58928,0,37187
v58929,0,37187
v58930,0,37187
v58931,0,37187
v58932,0,37187
v58933,0,37187
v58934,0,37187
v58935,0,37187
v58936,0,37187
v58937,0,37187
v58938,0,37187
v58939,0,37187
v58940,0,37187
v58942,0,37187
v58943,0,37187
v58944,0,37187
v58945,0,37187
v58946,0,37187
v58947,0,37187
v58948,0,37187
v58949,0,37187
v58950,0,37187
v58951,0,37187
v58952,0,37187
v58953,0,37187
v58954,0,37187
v58955,0,37187
v58956,0,37187
v58957,0,37187
v58958,0,37187
v58959,0,37187
v58961,0,37187
v58962,0,37187
v58963,0,37187
v58964,0,37187
v58965,0,37187
v58966,0,37187
v58967,0,37187
v58968,0,37187
v58971,0,37187
v58972,0,37187
v58974,0,37187
v58975,0,37187
v58976,0,37187
v904,0,37187
v62356,0,37187
v848,0,37187
v59029,0,37187
v59032,0,37187
v59035,0,37187
v59036,0,37187
v59037,0,37187
v59038,0,37187
v59039,0,37187
v59040,0,37187
v59043,0,37187
v756,0,37187
v59048,0,37187
v59049,0,37187
v59050,0,37187
v59051,0,37187
v59052,0,37187
v59053,0,37187
v59054,0,37187
v59055,0,37187
v59056,0,37187
v59057,0,37187
v59058,0,37187
v59059,0,37187
v59060,0,37187
v59061,0,37187
v59063,0,37187
v59064,0,37187
v59065,0,37187
v59066,0,37187
v59067,0,37187
v59070,0,37187
v59071,0,37187
v59072,0,37187
v59073,0,37187
v59074,0,37187
v59075,0,37187
v59076,0,37187
v59077,0,37187
v59078,0,37187
v59079,0,37187
v59080,0,37187
v59081,0,37187
v59082,0,37187
v59083,0,37187
v59084,0,37187
v59085,0,37187
v59086,0,37187
v59088,0,37187
v59089,0,37187
v59090,0,37187
v59091,0,37187
v59092,0,37187
v59093,0,37187
v754,0,37187
v59096,0,37187
v59097,0,37187
v59099,0,37187
v59100,0,37187
v59101,0,37187
v59102,0,37187
v59103,0,37187
v59104,0,37187
v59106,0,37187
v59107,0,37187
v59109,0,37187
v59110,0,37187
v59111,0,37187
v59112,0,37187
v59114,0,37187
v59115,0,37187
v59116,0,37187
v62357,0,37187
v59119,0,37187
v59120,0,37187
v59121,0,37187
v59123,0,37187
v59124,0,37187
v59125,0,37187
v59126,0,37187
v59128,0,37187
v59129,0,37187
v59130,0,37187
v59135,0,37187
v59136,0,37187
v59138,0,37187
v59139,0,37187
v59142,0,37187
v59143,0,37187
v59147,0,37187
v59148,0,37187
v59149,0,37187
v59150,0,37187
v59151,0,37187
v58978,0,37187
v59153,0,37187
v59155,0,37187
v59156,0,37187
v59157,0,37187
v59158,0,37187
v59159,0,37187
v59160,0,37187
v59161,0,37187
v59162,0,37187
v59163,0,37187
v59164,0,37187
v59165,0,37187
v59166,0,37187
v59168,0,37187
v59169,0,37187
v59172,0,37187
v59173,0,37187
v59174,0,37187
v59175,0,37187
v59176,0,37187
v59177,0,37187
v59178,0,37187
v59180,0,37187
v59181,0,37187
v59182,0,37187
v59183,0,37187
v59184,0,37187
v59185,0,37187
v59186,0,37187
v59188,0,37187
v59189,0,37187
v59190,0,37187
v59191,0,37187
v59193,0,37187
v59194,0,37187
v59195,0,37187
v59197,0,37187
v59198,0,37187
v59199,0,37187
v59200,0,37187
v59201,0,37187
v59202,0,37187
v59203,0,37187
v59204,0,37187
v59205,0,37187
v59207,0,37187
v59208,0,37187
v59210,0,37187
v62359,0,37187
v59216,0,37187
v62360,0,37187
v59219,0,37187
v59221,0,37187
v59222,0,37187
v59223,0,37187
v59224,0,37187
v59225,0,37187
v59227,0,37187
v59229,0,37187
v59231,0,37187
v59232,0,37187
v59236,0,37187
v59237,0,37187
v62361,0,37187
v59246,0,37187
v59247,0,37187
v59250,0,37187
v59251,0,37187
v59252,0,37187
v59253,0,37187
v59255,0,37187
v59256,0,37187
v59257,0,37187
v59258,0,37187
v59259,0,37187
v59261,0,37187
v59262,0,37187
v59263,0,37187
v59264,0,37187
v59265,0,37187
v59269,0,37187
v59270,0,37187
v59271,0,37187
v59272,0,37187
v59273,0,37187
v59275,0,37187
v59276,0,37187
v59277,0,37187
v59279,0,37187
v59280,0,37187
v59282,0,37187
v59283,0,37187
v59284,0,37187
v59285,0,37187
v59286,0,37187
v59287,0,37187
v59288,0,37187
v59289,0,37187
v59291,0,37187
v59292,0,37187
v59293,0,37187
v59294,0,37187
v59295,0,37187
v59296,0,37187
v59297,0,37187
v59298,0,37187
v59299,0,37187
v59301,0,37187
v59302,0,37187
v59303,0,37187
v59304,0,37187
v59305,0,37187
v59306,0,37187
v59307,0,37187
v59308,0,37187
v59309,0,37187
v59310,0,37187
v59311,0,37187
v59312,0,37187
v59313,0,37187
v59316,0,37187
v59317,0,37187
v59318,0,37187
v59319,0,37187
v59322,0,37187
v59324,0,37187
v59325,0,37187
v59328,0,37187
v59330,0,37187
v59331,0,37187
v59332,0,37187
v59333,0,37187
v59334,0,37187
v59336,0,37187
v59339,0,37187
v59340,0,37187
v59342,0,37187
v59343,0,37187
v59347,0,37187
v59349,0,37187
v59350,0,37187
v59351,0,37187
v59353,0,37187
v59354,0,37187
v59355,0,37187
v59356,0,37187
v59359,0,37187
v59362,0,37187
v59364,0,37187
v59365,0,37187
v59366,0,37187
v59368,0,37187
v59369,0,37187
v59370,0,37187
v59371,0,37187
v59373,0,37187
v59374,0,37187
v59375,0,37187
v59376,0,37187
v59378,0,37187
v59380,0,37187
v59381,0,37187
v59382,0,37187
v59383,0,37187
v59384,0,37187
v59385,0,37187
v59386,0,37187
v59387,0,37187
v59388,0,37187
v59389,0,37187
v59391,0,37187
v59392,0,37187
v59396,0,37187
v59397,0,37187
v59398,0,37187
v59399,0,37187
v59400,0,37187
v59401,0,37187
v59402,0,37187
v59403,0,37187
v59404,0,37187
v59405,0,37187
v59406,0,37187
v59408,0,37187
v59410,0,37187
v59413,0,37187
v59415,0,37187
v59416,0,37187
v59417,0,37187
v59419,0,37187
v59422,0,37187
v59423,0,37187
v59424,0,37187
v59426,0,37187
v59427,0,37187
v59428,0,37187
v59429,0,37187
v59430,0,37187
v59431,0,37187
v59432,0,37187
v59433,0,37187
v59434,0,37187
v59435,0,37187
v59438,0,37187
v59439,0,37187
v59440,0,37187
v59441,0,37187
v59442,0,37187
v59443,0,37187
v59444,0,37187
v59445,0,37187
v59446,0,37187
v59449,0,37187
v59450,0,37187
v59452,0,37187
v59453,0,37187
v59454,0,37187
v59458,0,37187
v59459,0,37187
v59461,0,37187
v59466,0,37187
v59467,0,37187
v59468,0,37187
v59469,0,37187
v59470,0,37187
v59471,0,37187
v59472,0,37187
v59473,0,37187
v59474,0,37187
v59475,0,37187
v59477,0,37187
v59478,0,37187
v59479,0,37187
v59481,0,37187
v59482,0,37187
v59483,0,37187
v59484,0,37187
v59485,0,37187
v59487,0,37187
v59488,0,37187
v59489,0,37187
v59490,0,37187
v59491,0,37187
v59492,0,37187
v59493,0,37187
v59494,0,37187
v59495,0,37187
v59497,0,37187
v59499,0,37187
v59500,0,37187
v59501,0,37187
v59503,0,37187
v59505,0,37187
v59506,0,37187
v59507,0,37187
v59508,0,37187
v59510,0,37187
v59511,0,37187
v59512,0,37187
v59513,0,37187
v59514,0,37187
v59516,0,37187
v59517,0,37187
v59518,0,37187
v59519,0,37187
v59520,0,37187
v59522,0,37187
v59523,0,37187
v59524,0,37187
v59525,0,37187
v59526,0,37187
v59527,0,37187
v62363,0,37187
v59530,0,37187
v59531,0,37187
v59532,0,37187
v59537,0,37187
v59538,0,37187
v59539,0,37187
v59540,0,37187
v59541,0,37187
v59542,0,37187
v59544,0,37187
v59545,0,37187
v59546,0,37187
v59547,0,37187
v59548,0,37187
v59550,0,37187
v59551,0,37187
v59552,0,37187
v59553,0,37187
v59554,0,37187
v59555,0,37187
v59557,0,37187
v59558,0,37187
v59559,0,37187
v59560,0,37187
v59561,0,37187
v59562,0,37187
v59563,0,37187
v59564,0,37187
v59566,0,37187
v59568,0,37187
v59569,0,37187
v59570,0,37187
v59572,0,37187
v59575,0,37187
v59576,0,37187
v59577,0,37187
v59581,0,37187
v59582,0,37187
v59584,0,37187
v59585,0,37187
v59586,0,37187
v59587,0,37187
v59588,0,37187
v59589,0,37187
v59590,0,37187
v59592,0,37187
v59593,0,37187
v59594,0,37187
v59596,0,37187
v59597,0,37187
v59598,0,37187
v59599,0,37187
v59600,0,37187
v59601,0,37187
v59602,0,37187
v59603,0,37187
v59604,0,37187
v59605,0,37187
v59606,0,37187
v59607,0,37187
v59608,0,37187
v59609,0,37187
v59610,0,37187
v59611,0,37187
v59612,0,37187
v59613,0,37187
v59614,0,37187
v59615,0,37187
v59617,0,37187
v59618,0,37187
v59620,0,37187
v59621,0,37187
v59623,0,37187
v59624,0,37187
v59625,0,37187
v59627,0,37187
v59629,0,37187
v59632,0,37187
v59633,0,37187
v59634,0,37187
v59635,0,37187
v59636,0,37187
v59637,0,37187
v59638,0,37187
v59639,0,37187
v59640,0,37187
v59641,0,37187
v59642,0,37187
v59643,0,37187
v59644,0,37187
v59645,0,37187
v59646,0,37187
v59648,0,37187
v59649,0,37187
v59650,0,37187
v59651,0,37187
v59652,0,37187
v559,0,37187
v59654,0,37187
v59657,0,37187
v59658,0,37187
v59659,0,37187
v59660,0,37187
v59661,0,37187
v59664,0,37187
v59665,0,37187
v59666,0,37187
v59667,0,37187
v59668,0,37187
v59669,0,37187
v59670,0,37187
v59671,0,37187
v59672,0,37187
v59673,0,37187
v59674,0,37187
v59676,0,37187
v59678,0,37187
v59679,0,37187
v59680,0,37187
v59681,0,37187
v59682,0,37187
v59684,0,37187
v59685,0,37187
v59686,0,37187
v59687,0,37187
v59688,0,37187
v59689,0,37187
v59692,0,37187
v59693,0,37187
v59694,0,37187
v59695,0,37187
v59696,0,37187
v59697,0,37187
v59699,0,37187
v59700,0,37187
v59703,0,37187
v59704,0,37187
v59705,0,37187
v59706,0,37187
v59708,0,37187
v59710,0,37187
v59713,0,37187
v59715,0,37187
v59716,0,37187
v59717,0,37187
v59718,0,37187
v59719,0,37187
v59720,0,37187
v59721,0,37187
v59722,0,37187
v59723,0,37187
v59724,0,37187
v59726,0,37187
v59727,0,37187
v59728,0,37187
v59729,0,37187
v59730,0,37187
v59731,0,37187
v59733,0,37187
v59734,0,37187
v59735,0,37187
v59737,0,37187
v59738,0,37187
v59739,0,37187
v59740,0,37187
v59741,0,37187
v59742,0,37187
v59743,0,37187
v59744,0,37187
v59749,0,37187
v59750,0,37187
v59751,0,37187
v59752,0,37187
v59755,0,37187
v59756,0,37187
v59757,0,37187
v59758,0,37187
v62364,0,37187
v59760,0,37187
v59762,0,37187
v59763,0,37187
v59764,0,37187
v59766,0,37187
v59767,0,37187
v59768,0,37187
v59769,0,37187
v59770,0,37187
v59771,0,37187
v59772,0,37187
v59773,0,37187
v59774,0,37187
v59775,0,37187
v59776,0,37187
v59777,0,37187
v59778,0,37187
v62365,0,37187
v59782,0,37187
v59785,0,37187
v59786,0,37187
v59788,0,37187
v59791,0,37187
v59793,0,37187
v59794,0,37187
v59795,0,37187
v59796,0,37187
v59797,0,37187
v59799,0,37187
v59801,0,37187
v59803,0,37187
v59805,0,37187
v62366,0,37187
v59810,0,37187
v59812,0,37187
v59813,0,37187
v59814,0,37187
v59815,0,37187
v59816,0,37187
v59817,0,37187
v59818,0,37187
v59819,0,37187
v59821,0,37187
v59822,0,37187
v59825,0,37187
v52492,0,37187
v59828,0,37187
v59829,0,37187
v59830,0,37187
v59831,0,37187
v59832,0,37187
v59833,0,37187
v59837,0,37187
v59838,0,37187
v59839,0,37187
v59840,0,37187
v59841,0,37187
v59842,0,37187
v59844,0,37187
v59846,0,37187
v59847,0,37187
v59848,0,37187
v59849,0,37187
v59854,0,37187
v59857,0,37187
v59858,0,37187
v59859,0,37187
v59860,0,37187
v59861,0,37187
v59862,0,37187
v59864,0,37187
v59865,0,37187
v59866,0,37187
v59867,0,37187
v59868,0,37187
v59870,0,37187
v59871,0,37187
v59873,0,37187
v59874,0,37187
v59875,0,37187
v59876,0,37187
v59877,0,37187
v59878,0,37187
v59879,0,37187
v59880,0,37187
v59881,0,37187
v59882,0,37187
v59883,0,37187
v59884,0,37187
v59885,0,37187
v59887,0,37187
v59888,0,37187
v59889,0,37187
v59892,0,37187
v59893,0,37187
v59894,0,37187
v62367,0,37187
v59897,0,37187
v59898,0,37187
v59899,0,37187
v59900,0,37187
v59901,0,37187
v59902,0,37187
v59903,0,37187
v59905,0,37187
v59907,0,37187
v59908,0,37187
v59909,0,37187
v59910,0,37187
v59912,0,37187
v59913,0,37187
v59914,0,37187
v59915,0,37187
v59916,0,37187
v59917,0,37187
v59918,0,37187
v59920,0,37187
v59921,0,37187
v59922,0,37187
v59923,0,37187
v59924,0,37187
v59928,0,37187
v59929,0,37187
v59930,0,37187
v59931,0,37187
v59932,0,37187
v59933,0,37187
v59934,0,37187
v59935,0,37187
v59936,0,37187
v59938,0,37187
v59939,0,37187
v59941,0,37187
v59942,0,37187
v59943,0,37187
v59946,0,37187
v59947,0,37187
v59948,0,37187
v59949,0,37187
v59950,0,37187
v59952,0,37187
v59953,0,37187
v59954,0,37187
v59955,0,37187
v59956,0,37187
v59957,0,37187
v59958,0,37187
v59959,0,37187
v59960,0,37187
v59961,0,37187
v59962,0,37187
v59963,0,37187
v59964,0,37187
v59966,0,37187
v59967,0,37187
v59968,0,37187
v59969,0,37187
v59970,0,37187
v59972,0,37187
v59973,0,37187
v59975,0,37187
v59976,0,37187
v59977,0,37187
v59978,0,37187
v59979,0,37187
v59980,0,37187
v59981,0,37187
v59982,0,37187
v59983,0,37187
v59984,0,37187
v59985,0,37187
v59987,0,37187
v59988,0,37187
v59989,0,37187
v59990,0,37187
v59991,0,37187
v59992,0,37187
v59993,0,37187
v59994,0,37187
v59995,0,37187
v59998,0,37187
v59999,0,37187
v60000,0,37187
v60001,0,37187
v60002,0,37187
v60004,0,37187
v62368,0,37187
v60006,0,37187
v60007,0,37187
v60008,0,37187
v60009,0,37187
v60010,0,37187
v60011,0,37187
v60012,0,37187
v60013,0,37187
v60015,0,37187
v60016,0,37187
v60017,0,37187
v60018,0,37187
v60019,0,37187
v60021,0,37187
v60022,0,37187
v60023,0,37187
v60025,0,37187
v60026,0,37187
v60027,0,37187
v60029,0,37187
v60030,0,37187
v60031,0,37187
v60032,0,37187
v60034,0,37187
v60035,0,37187
v60036,0,37187
v60038,0,37187
v60040,0,37187
v60041,0,37187
v60042,0,37187
v60043,0,37187
v60044,0,37187
v60045,0,37187
v60048,0,37187
v60049,0,37187
v60051,0,37187
v60052,0,37187
v60053,0,37187
v60054,0,37187
v60055,0,37187
v60056,0,37187
v60057,0,37187
v60058,0,37187
v60059,0,37187
v60062,0,37187
v60063,0,37187
v60064,0,37187
v60065,0,37187
v60066,0,37187
v60067,0,37187
v60070,0,37187
v60071,0,37187
v60072,0,37187
v60073,0,37187
v60075,0,37187
v60076,0,37187
v60078,0,37187
v60080,0,37187
v60081,0,37187
v60082,0,37187
v60083,0,37187
v60084,0,37187
v60085,0,37187
v60086,0,37187
v60087,0,37187
v60088,0,37187
v60089,0,37187
v60090,0,37187
v60091,0,37187
v60092,0,37187
v60093,0,37187
v60094,0,37187
v60095,0,37187
v60096,0,37187
v60097,0,37187
v60102,0,37187
v60103,0,37187
v60105,0,37187
v60106,0,37187
v60109,0,37187
v60110,0,37187
v60111,0,37187
v60112,0,37187
v60113,0,37187
v60114,0,37187
v60116,0,37187
v60117,0,37187
v60118,0,37187
v60119,0,37187
v60120,0,37187
v60121,0,37187
v60122,0,37187
v60123,0,37187
v60126,0,37187
v60127,0,37187
v60128,0,37187
v60129,0,37187
v60130,0,37187
v60131,0,37187
v60132,0,37187
v60133,0,37187
v60137,0,37187
v60138,0,37187
v60139,0,37187
v60140,0,37187
v60141,0,37187
v60143,0,37187
v60145,0,37187
v60146,0,37187
v60147,0,37187
v60148,0,37187
v60149,0,37187
v60150,0,37187
v60151,0,37187
v60152,0,37187
v60153,0,37187
v60154,0,37187
v60155,0,37187
v60156,0,37187
v60157,0,37187
v60158,0,37187
v60159,0,37187
v60160,0,37187
v60161,0,37187
v60162,0,37187
v60163,0,37187
v60164,0,37187
v60165,0,37187
v60166,0,37187
v60167,0,37187
v60168,0,37187
v60169,0,37187
v60170,0,37187
v60172,0,37187
v62369,0,37187
v60174,0,37187
v60175,0,37187
v60176,0,37187
v60179,0,37187
v60181,0,37187
v60183,0,37187
v60185,0,37187
v60187,0,37187
v60188,0,37187
v60191,0,37187
v60192,0,37187
v60193,0,37187
v60196,0,37187
v60197,0,37187
v60198,0,37187
v60200,0,37187
v60203,0,37187
v60204,0,37187
v60205,0,37187
v60206,0,37187
v60207,0,37187
v60208,0,37187
v60209,0,37187
v60210,0,37187
v60211,0,37187
v60213,0,37187
v60214,0,37187
v60218,0,37187
v60220,0,37187
v60221,0,37187
v60222,0,37187
v60224,0,37187
v60225,0,37187
v60227,0,37187
v60229,0,37187
v60300,0,37187
v60230,0,37187
v60232,0,37187
v60233,0,37187
v60234,0,37187
v60235,0,37187
v60236,0,37187
v60237,0,37187
v60238,0,37187
v60239,0,37187
v61637,0,37187
v60241,0,37187
v60242,0,37187
v60243,0,37187
v60245,0,37187
v60246,0,37187
v60247,0,37187
v60248,0,37187
v60249,0,37187
v60251,0,37187
v60253,0,37187
v60255,0,37187
v60257,0,37187
v60259,0,37187
v60260,0,37187
v60261,0,37187
v60262,0,37187
v60263,0,37187
v60264,0,37187
v60266,0,37187
v60267,0,37187
v60269,0,37187
v60270,0,37187
v60272,0,37187
v60273,0,37187
v60275,0,37187
v60279,0,37187
v60280,0,37187
v60281,0,37187
v60282,0,37187
v60283,0,37187
v60284,0,37187
v60285,0,37187
v60286,0,37187
v60287,0,37187
v60288,0,37187
v60289,0,37187
v60290,0,37187
v60346,0,37187
v60348,0,37187
v60349,0,37187
v60350,0,37187
v60351,0,37187
v60352,0,37187
v60353,0,37187
v60354,0,37187
v60355,0,37187
v60356,0,37187
v60357,0,37187
v60358,0,37187
v60359,0,37187
v60361,0,37187
v60362,0,37187
v60363,0,37187
v60364,0,37187
v60365,0,37187
v60366,0,37187
v60367,0,37187
v60368,0,37187
v60370,0,37187
v60371,0,37187
v60372,0,37187
v60373,0,37187
v60374,0,37187
v60375,0,37187
v60376,0,37187
v60377,0,37187
v60378,0,37187
v60379,0,37187
v60380,0,37187
v60381,0,37187
v60382,0,37187
v60383,0,37187
v60384,0,37187
v60385,0,37187
v60386,0,37187
v60387,0,37187
v60389,0,37187
v60390,0,37187
v60391,0,37187
v60392,0,37187
v60393,0,37187
v60394,0,37187
v60395,0,37187
v60396,0,37187
v60397,0,37187
v60398,0,37187
v60399,0,37187
v60400,0,37187
v60402,0,37187
v60403,0,37187
v60404,0,37187
v60406,0,37187
v60408,0,37187
v60409,0,37187
v60410,0,37187
v60413,0,37187
v60417,0,37187
v60418,0,37187
v60419,0,37187
v60420,0,37187
v60421,0,37187
v60422,0,37187
v60423,0,37187
v60424,0,37187
v60425,0,37187
v60426,0,37187
v60427,0,37187
v60428,0,37187
v60429,0,37187
v60430,0,37187
v60431,0,37187
v60433,0,37187
v60434,0,37187
v60435,0,37187
v60436,0,37187
v60437,0,37187
v60438,0,37187
v60440,0,37187
v60441,0,37187
v60442,0,37187
v60443,0,37187
v60444,0,37187
v60445,0,37187
v60446,0,37187
v60447,0,37187
v60448,0,37187
v60449,0,37187
v60451,0,37187
v60452,0,37187
v60453,0,37187
v60454,0,37187
v60455,0,37187
v60457,0,37187
v60458,0,37187
v60459,0,37187
v60460,0,37187
v60461,0,37187
v60463,0,37187
v60464,0,37187
v60465,0,37187
v60466,0,37187
v60467,0,37187
v61636,0,37187
v60469,0,37187
v60470,0,37187
v60472,0,37187
v60473,0,37187
v60474,0,37187
v60475,0,37187
v60476,0,37187
v60477,0,37187
v60480,0,37187
v60483,0,37187
v60484,0,37187
v60486,0,37187
v60487,0,37187
v60488,0,37187
v60489,0,37187
v60490,0,37187
v60491,0,37187
v60492,0,37187
v60493,0,37187
v60494,0,37187
v60495,0,37187
v60496,0,37187
v60497,0,37187
v60498,0,37187
v60499,0,37187
v60500,0,37187
v60501,0,37187
v60503,0,37187
v60506,0,37187
v60507,0,37187
v60508,0,37187
v60509,0,37187
v60510,0,37187
v60511,0,37187
v60512,0,37187
v60513,0,37187
v60515,0,37187
v60516,0,37187
v60517,0,37187
v60518,0,37187
v60519,0,37187
v60524,0,37187
v60525,0,37187
v60526,0,37187
v60528,0,37187
v60530,0,37187
v60532,0,37187
v60533,0,37187
v60534,0,37187
v60535,0,37187
v60536,0,37187
v60537,0,37187
v60538,0,37187
v60539,0,37187
v60540,0,37187
v60543,0,37187
v60544,0,37187
v60546,0,37187
v60549,0,37187
v60551,0,37187
v60552,0,37187
v60553,0,37187
v60554,0,37187
v60555,0,37187
v60557,0,37187
v60558,0,37187
v60563,0,37187
v60564,0,37187
v60565,0,37187
v60566,0,37187
v60567,0,37187
v60568,0,37187
v60569,0,37187
v60570,0,37187
v60571,0,37187
v60573,0,37187
v60574,0,37187
v60577,0,37187
v60578,0,37187
v60580,0,37187
v60583,0,37187
v60584,0,37187
v60586,0,37187
v60587,0,37187
v60588,0,37187
v60589,0,37187
v60590,0,37187
v60591,0,37187
v60592,0,37187
v60593,0,37187
v60595,0,37187
v60596,0,37187
v60597,0,37187
v60599,0,37187
v60600,0,37187
v60601,0,37187
v60602,0,37187
v60603,0,37187
v60605,0,37187
v60606,0,37187
v60607,0,37187
v60608,0,37187
v60609,0,37187
v60610,0,37187
v60611,0,37187
v60613,0,37187
v60614,0,37187
v60616,0,37187
v60617,0,37187
v60618,0,37187
v60619,0,37187
v60622,0,37187
v60623,0,37187
v60627,0,37187
v60628,0,37187
v60632,0,37187
v60633,0,37187
v60634,0,37187
v60635,0,37187
v60636,0,37187
v60637,0,37187
v60638,0,37187
v60639,0,37187
v60640,0,37187
v60643,0,37187
v60644,0,37187
v60646,0,37187
v60647,0,37187
v60648,0,37187
v60649,0,37187
v60650,0,37187
v60651,0,37187
v60653,0,37187
v60655,0,37187
v60656,0,37187
v60657,0,37187
v60658,0,37187
v60661,0,37187
v60662,0,37187
v60663,0,37187
v39769,0,37187
v60665,0,37187
v60667,0,37187
v60668,0,37187
v60670,0,37187
v60671,0,37187
v60672,0,37187
v60673,0,37187
v60674,0,37187
v60675,0,37187
v60676,0,37187
v60677,0,37187
v60679,0,37187
v60680,0,37187
v60681,0,37187
v60683,0,37187
v60684,0,37187
v60686,0,37187
v60688,0,37187
v60689,0,37187
v60691,0,37187
v60692,0,37187
v60693,0,37187
v60694,0,37187
v60695,0,37187
v60696,0,37187
v60697,0,37187
v60698,0,37187
v60700,0,37187
v60701,0,37187
v60702,0,37187
v60703,0,37187
