"vid","votecount","votecount_rank"
v1496,35,6587
v4495,35,6587
v14770,35,6587
v21036,35,6587
v18446,35,6587
v6523,35,6587
v17478,35,6587
v10788,35,6587
v4128,35,6587
v6820,35,6587
v10797,35,6587
v14279,35,6587
v21305,35,6587
v14304,35,6587
v23029,35,6587
v28553,35,6587
v467,35,6587
v34160,35,6587
v31789,35,6587
v7613,35,6587
v270,35,6587
v14859,35,6587
v14860,35,6587
v35794,35,6587
v16663,35,6587
v21441,35,6587
v28271,35,6587
v25096,35,6587
v6415,35,6587
v19763,35,6587
v19221,35,6587
v55,35,6587
v8048,35,6587
v11092,35,6587
v52445,35,6587
v14906,35,6587
v33731,35,6587
v20838,35,6587
v7579,35,6587
v8068,35,6587
v18740,35,6587
v33380,35,6587
v18590,35,6587
v33314,35,6587
v47838,35,6587
v18413,35,6587
v16462,35,6587
v25791,35,6587
v16449,35,6587
v6131,35,6587
v7573,35,6587
v33133,35,6587
v13755,35,6587
v18408,35,6587
v39974,35,6587
v4223,35,6587
v22699,35,6587
v31879,35,6587
v30539,35,6587
v29603,35,6587
v9976,35,6587
v20430,35,6587
v13705,35,6587
v23307,35,6587
v40402,35,6587
v29760,35,6587
v15006,35,6587
v321,35,6587
v2344,35,6587
v3312,35,6587
v25740,35,6587
v3699,35,6587
v11641,35,6587
v23356,35,6587
v48736,35,6587
v53137,35,6587
v24418,35,6587
v16239,35,6587
v41417,35,6587
v21853,35,6587
v17124,35,6587
v11724,35,6587
v1968,35,6587
v5045,35,6587
v18429,35,6587
v5061,35,6587
v43344,35,6587
v9610,35,6587
v41610,35,6587
v24376,35,6587
v18634,35,6587
v4136,35,6587
v7958,35,6587
v24343,35,6587
v13470,35,6587
v834,35,6587
v37079,35,6587
v21922,35,6587
v19443,35,6587
v836,35,6587
v6573,35,6587
v29021,34,6728
v20222,34,6728
v22875,34,6728
v23753,34,6728
v27516,34,6728
v25887,34,6728
v3193,34,6728
v8174,34,6728
v29287,34,6728
v9281,34,6728
v21577,34,6728
v7009,34,6728
v22645,34,6728
v17639,34,6728
v7525,34,6728
v3815,34,6728
v17556,34,6728
v46350,34,6728
v4886,34,6728
v6634,34,6728
v539,34,6728
v3812,34,6728
v23130,34,6728
v33539,34,6728
v36646,34,6728
v985,34,6728
v2934,34,6728
v19839,34,6728
v12613,34,6728
v5261,34,6728
v33020,34,6728
v2385,34,6728
v55877,34,6728
v8171,34,6728
v25565,34,6728
v18930,34,6728
v13119,34,6728
v32194,34,6728
v11841,34,6728
v2350,34,6728
v17852,34,6728
v11414,34,6728
v19986,34,6728
v25597,34,6728
v33063,34,6728
v15073,34,6728
v3084,34,6728
v16039,34,6728
v5757,34,6728
v1280,34,6728
v19543,34,6728
v28533,34,6728
v28646,34,6728
v10763,34,6728
v45479,34,6728
v22378,34,6728
v8473,34,6728
v7733,34,6728
v19585,34,6728
v22246,34,6728
v22668,34,6728
v16440,34,6728
v4119,34,6728
v19280,34,6728
v5188,34,6728
v2605,34,6728
v5928,34,6728
v12641,34,6728
v10816,34,6728
v3208,34,6728
v20325,34,6728
v26898,34,6728
v47342,34,6728
v46967,34,6728
v49133,34,6728
v10475,34,6728
v2293,34,6728
v19659,34,6728
v23771,34,6728
v10126,34,6728
v14833,34,6728
v3887,34,6728
v10050,34,6728
v18376,34,6728
v20341,34,6728
v20354,34,6728
v1527,34,6728
v8730,34,6728
v1466,34,6728
v166,34,6728
v11059,34,6728
v22661,34,6728
v17491,34,6728
v30556,34,6728
v46067,34,6728
v24788,34,6728
v26254,34,6728
v22174,34,6728
v16250,34,6728
v32523,34,6728
v1316,34,6728
v2973,34,6728
v28901,34,6728
v45561,34,6728
v2001,34,6728
v24420,34,6728
v24427,34,6728
v52312,34,6728
v12850,34,6728
v7549,34,6728
v19707,34,6728
v44895,34,6728
v12177,34,6728
v34824,34,6728
v26246,34,6728
v19349,34,6728
v50803,34,6728
v27842,34,6728
v52341,34,6728
v12528,34,6728
v1159,34,6728
v6900,34,6728
v13013,34,6728
v28645,34,6728
v4614,34,6728
v23329,34,6728
v24931,34,6728
v18654,34,6728
v2310,34,6728
v7583,34,6728
v30138,34,6728
v24811,34,6728
v19614,34,6728
v44014,34,6728
v2989,34,6728
v14707,34,6728
v4096,34,6728
v24557,33,6865
v25250,33,6865
v18941,33,6865
v15860,33,6865
v2661,33,6865
v18774,33,6865
v25423,33,6865
v15286,33,6865
v24121,33,6865
v13957,33,6865
v12241,33,6865
v24888,33,6865
v28144,33,6865
v23788,33,6865
v12227,33,6865
v9295,33,6865
v20679,33,6865
v3919,33,6865
v868,33,6865
v47641,33,6865
v9258,33,6865
v24016,33,6865
v18078,33,6865
v3217,33,6865
v1729,33,6865
v29651,33,6865
v20285,33,6865
v10355,33,6865
v17143,33,6865
v11051,33,6865
v24196,33,6865
v14880,33,6865
v19219,33,6865
v1329,33,6865
v28855,33,6865
v31814,33,6865
v29474,33,6865
v28849,33,6865
v25505,33,6865
v6979,33,6865
v19768,33,6865
v32670,33,6865
v13840,33,6865
v21532,33,6865
v11902,33,6865
v27366,33,6865
v6992,33,6865
v13495,33,6865
v16539,33,6865
v3825,33,6865
v5400,33,6865
v9071,33,6865
v39198,33,6865
v14927,33,6865
v18601,33,6865
v6538,33,6865
v39343,33,6865
v3810,33,6865
v13806,33,6865
v28150,33,6865
v27984,33,6865
v22396,33,6865
v4351,33,6865
v2354,33,6865
v24212,33,6865
v28565,33,6865
v49599,33,6865
v14944,33,6865
v33190,33,6865
v13489,33,6865
v53385,33,6865
v33142,33,6865
v24230,33,6865
v57107,33,6865
v1915,33,6865
v21094,33,6865
v1262,33,6865
v22044,33,6865
v11419,33,6865
v27919,33,6865
v567,33,6865
v16059,33,6865
v8111,33,6865
v40390,33,6865
v20077,33,6865
v7559,33,6865
v4257,33,6865
v714,33,6865
v17063,33,6865
v22314,33,6865
v52892,33,6865
v26393,33,6865
v323,33,6865
v1248,33,6865
v28754,33,6865
v8510,33,6865
v47957,33,6865
v19483,33,6865
v50503,33,6865
v9668,33,6865
v6079,33,6865
v6581,33,6865
v30694,33,6865
v15431,33,6865
v41858,33,6865
v8202,33,6865
v13056,33,6865
v24647,33,6865
v19851,33,6865
v5394,33,6865
v16256,33,6865
v30725,33,6865
v665,33,6865
v804,33,6865
v47341,33,6865
v2603,33,6865
v4135,33,6865
v4443,33,6865
v15461,33,6865
v12610,33,6865
v1405,33,6865
v1156,33,6865
v204,33,6865
v2608,33,6865
v22653,33,6865
v37275,33,6865
v872,33,6865
v37415,33,6865
v6680,33,6865
v46784,33,6865
v15844,33,6865
v46769,33,6865
v34532,33,6865
v335,33,6865
v23017,33,6865
v22627,33,6865
v15390,33,6865
v34455,33,6865
v12787,33,6865
v20724,33,6865
v5654,33,6865
v21037,33,6865
v24411,33,6865
v19812,33,6865
v1973,33,6865
v18164,33,6865
v10550,33,6865
v13996,33,6865
v16782,33,6865
v22159,33,6865
v8063,32,7015
v35803,32,7015
v22609,32,7015
v22682,32,7015
v1446,32,7015
v2384,32,7015
v2892,32,7015
v18459,32,7015
v12425,32,7015
v6081,32,7015
v55459,32,7015
v8798,32,7015
v52202,32,7015
v34509,32,7015
v19326,32,7015
v32875,32,7015
v32407,32,7015
v14913,32,7015
v29911,32,7015
v31820,32,7015
v50486,32,7015
v15021,32,7015
v27610,32,7015
v16121,32,7015
v17609,32,7015
v10221,32,7015
v17003,32,7015
v31817,32,7015
v25561,32,7015
v27055,32,7015
v26529,32,7015
v16155,32,7015
v263,32,7015
v28583,32,7015
v31626,32,7015
v10934,32,7015
v18911,32,7015
v22283,32,7015
v42870,32,7015
v2457,32,7015
v53051,32,7015
v28176,32,7015
v2574,32,7015
v32107,32,7015
v4401,32,7015
v1092,32,7015
v21826,32,7015
v11988,32,7015
v7760,32,7015
v55873,32,7015
v49291,32,7015
v25671,32,7015
v35286,32,7015
v12814,32,7015
v13454,32,7015
v4696,32,7015
v1095,32,7015
v24856,32,7015
v29942,32,7015
v18478,32,7015
v20812,32,7015
v22913,32,7015
v10256,32,7015
v11062,32,7015
v6435,32,7015
v21276,32,7015
v2537,32,7015
v18860,32,7015
v22964,32,7015
v11055,32,7015
v33891,32,7015
v4054,32,7015
v11034,32,7015
v7616,32,7015
v15499,32,7015
v2895,32,7015
v11755,32,7015
v25494,32,7015
v15684,32,7015
v18392,32,7015
v14536,32,7015
v52042,32,7015
v55797,32,7015
v29563,32,7015
v25984,32,7015
v18377,32,7015
v14498,32,7015
v5583,32,7015
v27053,32,7015
v10814,32,7015
v12377,32,7015
v352,32,7015
v29514,32,7015
v30374,32,7015
v12488,32,7015
v23110,32,7015
v31632,32,7015
v8648,32,7015
v13265,32,7015
v5962,32,7015
v33290,32,7015
v56519,32,7015
v28307,32,7015
v56756,32,7015
v16080,32,7015
v19705,32,7015
v7082,32,7015
v565,32,7015
v3745,32,7015
v13429,32,7015
v23037,32,7015
v9880,32,7015
v5080,32,7015
v34256,32,7015
v44171,32,7015
v14194,32,7015
v15306,32,7015
v5667,32,7015
v14574,32,7015
v16584,32,7015
v21716,32,7015
v22416,32,7015
v22035,32,7015
v11843,32,7015
v25126,32,7015
v5930,32,7015
v11269,32,7015
v11257,32,7015
v28136,32,7015
v28983,32,7015
v886,32,7015
v27416,32,7015
v4466,32,7015
v2584,32,7015
v9645,32,7015
v53538,32,7015
v7745,32,7015
v2847,32,7015
v11205,32,7015
v16750,32,7015
v4289,32,7015
v36900,32,7015
v18758,32,7015
v51452,32,7015
v28357,32,7015
v32472,32,7015
v51289,32,7015
v22067,32,7015
v12290,32,7015
v19796,32,7015
v8179,32,7015
v6631,32,7015
v20317,32,7015
v19111,32,7015
v12640,32,7015
v63,32,7015
v6570,32,7015
v897,32,7015
v36129,32,7015
v22709,32,7015
v22837,32,7015
v2302,32,7015
v10848,32,7015
v25744,32,7015
v22311,32,7015
v15214,32,7015
v22717,32,7015
v10802,32,7015
v6394,32,7015
v15606,31,7184
v18295,31,7184
v1436,31,7184
v31635,31,7184
v10384,31,7184
v12744,31,7184
v1478,31,7184
v19834,31,7184
v1504,31,7184
v17029,31,7184
v7806,31,7184
v50073,31,7184
v12840,31,7184
v3100,31,7184
v36942,31,7184
v36099,31,7184
v47240,31,7184
v14596,31,7184
v4371,31,7184
v26784,31,7184
v36134,31,7184
v6679,31,7184
v37073,31,7184
v20832,31,7184
v14700,31,7184
v9575,31,7184
v14142,31,7184
v2290,31,7184
v24622,31,7184
v22947,31,7184
v37236,31,7184
v19097,31,7184
v14093,31,7184
v37251,31,7184
v55823,31,7184
v22651,31,7184
v37296,31,7184
v26910,31,7184
v21254,31,7184
v55843,31,7184
v4004,31,7184
v26114,31,7184
v16803,31,7184
v21290,31,7184
v14015,31,7184
v26094,31,7184
v29536,31,7184
v14807,31,7184
v17305,31,7184
v22606,31,7184
v13992,31,7184
v34247,31,7184
v6247,31,7184
v51099,31,7184
v2187,31,7184
v26021,31,7184
v3924,31,7184
v10971,31,7184
v511,31,7184
v33944,31,7184
v47646,31,7184
v13918,31,7184
v11032,31,7184
v30557,31,7184
v21457,31,7184
v47012,31,7184
v4694,31,7184
v20629,31,7184
v27270,31,7184
v38552,31,7184
v13868,31,7184
v16605,31,7184
v17613,31,7184
v3823,31,7184
v11232,31,7184
v21592,31,7184
v39433,31,7184
v16487,31,7184
v39613,31,7184
v22390,31,7184
v39675,31,7184
v2740,31,7184
v19275,31,7184
v45820,31,7184
v21071,31,7184
v3749,31,7184
v7081,31,7184
v17166,31,7184
v52779,31,7184
v16400,31,7184
v40188,31,7184
v6095,31,7184
v255,31,7184
v4908,31,7184
v11513,31,7184
v569,31,7184
v4910,31,7184
v571,31,7184
v2052,31,7184
v16355,31,7184
v21774,31,7184
v198,31,7184
v13635,31,7184
v25699,31,7184
v30672,31,7184
v18676,31,7184
v25680,31,7184
v28903,31,7184
v773,31,7184
v45559,31,7184
v16241,31,7184
v249,31,7184
v5030,31,7184
v5036,31,7184
v25639,31,7184
v1975,31,7184
v16197,31,7184
v29689,31,7184
v2853,31,7184
v3599,31,7184
v28833,31,7184
v41664,31,7184
v48266,31,7184
v9833,31,7184
v22188,31,7184
v16154,31,7184
v5101,31,7184
v25594,31,7184
v43288,31,7184
v3555,31,7184
v2890,31,7184
v21982,31,7184
v47203,31,7184
v20868,31,7184
v401,31,7184
v19467,31,7184
v31047,31,7184
v23474,31,7184
v12002,31,7184
v19496,31,7184
v22030,31,7184
v243,31,7184
v18594,31,7184
v13288,31,7184
v20193,31,7184
v1021,31,7184
v2931,31,7184
v12135,31,7184
v12141,31,7184
v24168,31,7184
v8362,31,7184
v15902,31,7184
v1091,31,7184
v12203,31,7184
v10247,31,7184
v20147,31,7184
v15852,31,7184
v32005,31,7184
v54091,31,7184
v5862,31,7184
v43053,31,7184
v1169,31,7184
v880,31,7184
v214,31,7184
v8186,31,7184
v13091,31,7184
v51892,31,7184
v18482,31,7184
v7528,31,7184
v12399,31,7184
v54187,31,7184
v3009,31,7184
v5444,31,7184
v15749,31,7184
v379,31,7184
v12996,31,7184
v54238,31,7184
v5796,31,7184
v7615,31,7184
v12985,31,7184
v24120,31,7184
v7628,31,7184
v49413,31,7184
v10358,31,7184
v19688,31,7184
v1376,31,7184
v12926,31,7184
v3195,31,7184
v859,31,7184
v25564,30,7373
v34829,30,7373
v164,30,7373
v2478,30,7373
v50260,30,7373
v2880,30,7373
v519,30,7373
v42038,30,7373
v8575,30,7373
v11917,30,7373
v1914,30,7373
v21952,30,7373
v598,30,7373
v1433,30,7373
v53332,30,7373
v17883,30,7373
v26471,30,7373
v24719,30,7373
v4112,30,7373
v36904,30,7373
v3344,30,7373
v2864,30,7373
v22218,30,7373
v11791,30,7373
v19778,30,7373
v20320,30,7373
v3337,30,7373
v32700,30,7373
v16211,30,7373
v7782,30,7373
v6032,30,7373
v32721,30,7373
v17839,30,7373
v5012,30,7373
v28466,30,7373
v21823,30,7373
v31485,30,7373
v20372,30,7373
v27656,30,7373
v11605,30,7373
v578,30,7373
v26732,30,7373
v15548,30,7373
v4926,30,7373
v45680,30,7373
v11527,30,7373
v13682,30,7373
v13694,30,7373
v13697,30,7373
v11486,30,7373
v14988,30,7373
v52860,30,7373
v2768,30,7373
v4878,30,7373
v29006,30,7373
v3014,30,7373
v39928,30,7373
v7078,30,7373
v20448,30,7373
v21070,30,7373
v22356,30,7373
v3790,30,7373
v39593,30,7373
v27430,30,7373
v8076,30,7373
v47769,30,7373
v18747,30,7373
v20585,30,7373
v23227,30,7373
v45935,30,7373
v13017,30,7373
v25902,30,7373
v19250,30,7373
v12512,30,7373
v5495,30,7373
v9126,30,7373
v50749,30,7373
v47690,30,7373
v19246,30,7373
v19231,30,7373
v3293,30,7373
v3292,30,7373
v14892,30,7373
v2714,30,7373
v12999,30,7373
v38532,30,7373
v8032,30,7373
v19729,30,7373
v1391,30,7373
v1327,30,7373
v16629,30,7373
v2709,30,7373
v372,30,7373
v23172,30,7373
v25166,30,7373
v2704,30,7373
v788,30,7373
v10947,30,7373
v16731,30,7373
v19184,30,7373
v30202,30,7373
v3273,30,7373
v7909,30,7373
v18773,30,7373
v29460,30,7373
v7618,30,7373
v12662,30,7373
v27058,30,7373
v1461,30,7373
v46345,30,7373
v3977,30,7373
v21292,30,7373
v19675,30,7373
v14786,30,7373
v21272,30,7373
v3185,30,7373
v46791,30,7373
v3260,30,7373
v4483,30,7373
v1349,30,7373
v30533,30,7373
v1664,30,7373
v2606,30,7373
v12973,30,7373
v5616,30,7373
v26313,30,7373
v6437,30,7373
v5578,30,7373
v14160,30,7373
v18828,30,7373
v54526,30,7373
v29582,30,7373
v28323,30,7373
v14496,30,7373
v973,30,7373
v1364,30,7373
v12279,30,7373
v25421,30,7373
v12237,30,7373
v25435,30,7373
v6491,30,7373
v47105,30,7373
v5256,30,7373
v20165,30,7373
v7404,30,7373
v851,30,7373
v16965,30,7373
v15997,30,7373
v37063,30,7373
v1015,30,7373
v49651,30,7373
v32276,30,7373
v13310,30,7373
v5857,30,7373
v17986,30,7373
v25554,30,7373
v5855,30,7373
v13339,30,7373
v20223,30,7373
v11994,30,7373
v75,30,7373
v24892,30,7373
v7505,30,7373
v20973,30,7373
v34819,30,7373
v7336,30,7373
v213,29,7539
v2510,29,7539
v6579,29,7539
v2514,29,7539
v6434,29,7539
v18991,29,7539
v18992,29,7539
v162,29,7539
v29837,29,7539
v6363,29,7539
v6696,29,7539
v2314,29,7539
v9673,29,7539
v29934,29,7539
v19069,29,7539
v2581,29,7539
v29939,29,7539
v2294,29,7539
v55256,29,7539
v29197,29,7539
v47336,29,7539
v2261,29,7539
v29102,29,7539
v19129,29,7539
v47471,29,7539
v36626,29,7539
v2651,29,7539
v24574,29,7539
v47500,29,7539
v30195,29,7539
v2199,29,7539
v14869,29,7539
v36429,29,7539
v30242,29,7539
v2105,29,7539
v18711,29,7539
v47960,29,7539
v658,29,7539
v28854,29,7539
v30832,29,7539
v13491,29,7539
v28821,29,7539
v13386,29,7539
v7341,29,7539
v7343,29,7539
v20993,29,7539
v15241,29,7539
v13261,29,7539
v13248,29,7539
v7432,29,7539
v25023,29,7539
v1744,29,7539
v1742,29,7539
v2990,29,7539
v25078,29,7539
v7530,29,7539
v3242,29,7539
v1714,29,7539
v48764,29,7539
v46087,29,7539
v12998,29,7539
v3026,29,7539
v9877,29,7539
v7629,29,7539
v5780,29,7539
v1651,29,7539
v5763,29,7539
v57128,29,7539
v31462,29,7539
v31467,29,7539
v15465,29,7539
v5944,29,7539
v10184,29,7539
v49105,29,7539
v15516,29,7539
v28442,29,7539
v3155,29,7539
v5582,29,7539
v9903,29,7539
v28334,29,7539
v18238,29,7539
v23763,29,7539
v19943,29,7539
v18237,29,7539
v43705,29,7539
v1274,29,7539
v15733,29,7539
v22110,29,7539
v12427,29,7539
v43458,29,7539
v15762,29,7539
v5402,29,7539
v1188,29,7539
v1176,29,7539
v15817,29,7539
v4979,29,7539
v15822,29,7539
v8231,29,7539
v12324,29,7539
v12316,29,7539
v12253,29,7539
v8327,29,7539
v42652,29,7539
v12182,29,7539
v25506,29,7539
v387,29,7539
v5231,29,7539
v1037,29,7539
v12085,29,7539
v15977,29,7539
v20186,29,7539
v3500,29,7539
v764,29,7539
v5163,29,7539
v32441,29,7539
v8560,29,7539
v8584,29,7539
v25589,29,7539
v5100,29,7539
v28394,29,7539
v21916,29,7539
v596,29,7539
v50363,29,7539
v17874,29,7539
v5067,29,7539
v22225,29,7539
v592,29,7539
v17866,29,7539
v590,29,7539
v11694,29,7539
v11670,29,7539
v10233,29,7539
v20373,29,7539
v26477,29,7539
v11635,29,7539
v25697,29,7539
v20381,29,7539
v27521,29,7539
v20415,29,7539
v11432,29,7539
v23301,29,7539
v3750,29,7539
v11385,29,7539
v33134,29,7539
v16469,29,7539
v20509,29,7539
v20853,29,7539
v11230,29,7539
v20544,29,7539
v33548,29,7539
v4768,29,7539
v23211,29,7539
v11160,29,7539
v38825,29,7539
v11156,29,7539
v11150,29,7539
v452,29,7539
v22501,29,7539
v50765,29,7539
v25941,29,7539
v16635,29,7539
v11019,29,7539
v9259,29,7539
v3916,29,7539
v21381,29,7539
v38034,29,7539
v26558,29,7539
v37938,29,7539
v34290,29,7539
v16787,29,7539
v20723,29,7539
v51305,29,7539
v10753,29,7539
v22624,29,7539
v26948,29,7539
v21270,29,7539
v17395,29,7539
v21107,29,7539
v9522,29,7539
v21179,29,7539
v10472,29,7539
v9679,29,7539
v9980,29,7539
v26771,29,7539
v26762,29,7539
v10354,29,7539
v17050,29,7539
v18935,29,7539
v2441,29,7539
v2419,29,7539
v2418,29,7539
v29680,29,7539
v52494,28,7731
v11975,28,7731
v27889,28,7731
v2376,28,7731
v8492,28,7731
v1850,28,7731
v56696,28,7731
v22116,28,7731
v9728,28,7731
v51600,28,7731
v3057,28,7731
v53814,28,7731
v12134,28,7731
v1077,28,7731
v32143,28,7731
v15901,28,7731
v5298,28,7731
v5762,28,7731
v56838,28,7731
v19025,28,7731
v10075,28,7731
v10068,28,7731
v9979,28,7731
v31698,28,7731
v26494,28,7731
v36200,28,7731
v9995,28,7731
v47261,28,7731
v12642,28,7731
v18846,28,7731
v6684,28,7731
v14621,28,7731
v52017,28,7731
v52018,28,7731
v24633,28,7731
v6356,28,7731
v29242,28,7731
v16963,28,7731
v6353,28,7731
v21139,28,7731
v3153,28,7731
v7637,28,7731
v6744,28,7731
v22640,28,7731
v34638,28,7731
v25329,28,7731
v34637,28,7731
v37412,28,7731
v18445,28,7731
v10706,28,7731
v7622,28,7731
v34413,28,7731
v46657,28,7731
v23021,28,7731
v35980,28,7731
v10811,28,7731
v10836,28,7731
v30168,28,7731
v19655,28,7731
v3285,28,7731
v19168,28,7731
v18897,28,7731
v4572,28,7731
v2660,28,7731
v3951,28,7731
v55154,28,7731
v43680,28,7731
v44105,28,7731
v34101,28,7731
v8041,28,7731
v12896,28,7731
v23039,28,7731
v3946,28,7731
v1698,28,7731
v957,28,7731
v21367,28,7731
v12911,28,7731
v28536,28,7731
v10931,28,7731
v13941,28,7731
v22555,28,7731
v20656,28,7731
v20284,28,7731
v31836,28,7731
v25985,28,7731
v12913,28,7731
v16672,28,7731
v8077,28,7731
v22762,28,7731
v12491,28,7731
v46191,28,7731
v12893,28,7731
v38525,28,7731
v6958,28,7731
v14893,28,7731
v3857,28,7731
v5474,28,7731
v456,28,7731
v1712,28,7731
v3853,28,7731
v21491,28,7731
v4265,28,7731
v22497,28,7731
v3840,28,7731
v16522,28,7731
v39145,28,7731
v11235,28,7731
v17301,28,7731
v11266,28,7731
v813,28,7731
v44198,28,7731
v4798,28,7731
v17661,28,7731
v3124,28,7731
v7041,28,7731
v25815,28,7731
v3792,28,7731
v45863,28,7731
v7058,28,7731
v39820,28,7731
v13767,28,7731
v2742,28,7731
v2087,28,7731
v4848,28,7731
v3752,28,7731
v1204,28,7731
v257,28,7731
v13077,28,7731
v33000,28,7731
v25770,28,7731
v40212,28,7731
v28181,28,7731
v15312,28,7731
v21742,28,7731
v38129,28,7731
v18110,28,7731
v32930,28,7731
v21759,28,7731
v27577,28,7731
v15015,28,7731
v31488,28,7731
v4124,28,7731
v12357,28,7731
v12825,28,7731
v32797,28,7731
v49600,28,7731
v28155,28,7731
v45542,28,7731
v11689,28,7731
v41415,28,7731
v7796,28,7731
v24395,28,7731
v30824,28,7731
v1961,28,7731
v43062,28,7731
v1960,28,7731
v41550,28,7731
v44188,28,7731
v32659,28,7731
v13494,28,7731
v8666,28,7731
v12678,28,7731
v32639,28,7731
v18123,28,7731
v2964,28,7731
v8642,28,7731
v48177,28,7731
v13480,28,7731
v20270,28,7731
v13445,28,7731
v2466,28,7731
v15866,28,7731
v21967,28,7731
v28946,27,7904
v3353,27,7904
v21770,27,7904
v1703,27,7904
v38403,27,7904
v20398,27,7904
v2789,27,7904
v11903,27,7904
v8664,27,7904
v2708,27,7904
v57861,27,7904
v786,27,7904
v2407,27,7904
v2519,27,7904
v35490,27,7904
v9186,27,7904
v25698,27,7904
v22166,27,7904
v3863,27,7904
v8583,27,7904
v11084,27,7904
v16309,27,7904
v31375,27,7904
v13851,27,7904
v22507,27,7904
v45597,27,7904
v32808,27,7904
v21899,27,7904
v12474,27,7904
v9845,27,7904
v32804,27,7904
v41641,27,7904
v41947,27,7904
v11146,27,7904
v15586,27,7904
v11154,27,7904
v31069,27,7904
v11157,27,7904
v6489,27,7904
v47709,27,7904
v7363,27,7904
v18576,27,7904
v1779,27,7904
v2369,27,7904
v41063,27,7904
v4984,27,7904
v7672,27,7904
v1849,27,7904
v1848,27,7904
v12826,27,7904
v1006,27,7904
v17994,27,7904
v4133,27,7904
v2730,27,7904
v5224,27,7904
v32182,27,7904
v14925,27,7904
v2928,27,7904
v10245,27,7904
v5612,27,7904
v21047,27,7904
v15947,27,7904
v18675,27,7904
v45049,27,7904
v5907,27,7904
v28347,27,7904
v39223,27,7904
v47778,27,7904
v15905,27,7904
v49954,27,7904
v31678,27,7904
v5296,27,7904
v361,27,7904
v11243,27,7904
v48532,27,7904
v19555,27,7904
v49601,27,7904
v53846,27,7904
v29537,27,7904
v619,27,7904
v35348,27,7904
v11840,27,7904
v44092,27,7904
v19027,27,7904
v28154,27,7904
v24743,27,7904
v31689,27,7904
v28890,27,7904
v16492,27,7904
v24857,27,7904
v44551,27,7904
v9636,27,7904
v1379,27,7904
v7038,27,7904
v25817,27,7904
v13798,27,7904
v15405,27,7904
v19036,27,7904
v19718,27,7904
v55293,27,7904
v12346,27,7904
v25612,27,7904
v36157,27,7904
v50648,27,7904
v27831,27,7904
v29922,27,7904
v4814,27,7904
v18586,27,7904
v42999,27,7904
v7871,27,7904
v4823,27,7904
v16956,27,7904
v16954,27,7904
v33233,27,7904
v15654,27,7904
v3219,27,7904
v16931,27,7904
v2525,27,7904
v10606,27,7904
v29780,27,7904
v30778,27,7904
v967,27,7904
v31570,27,7904
v2267,27,7904
v2607,27,7904
v55837,27,7904
v17378,27,7904
v10653,27,7904
v14055,27,7904
v1912,27,7904
v2544,27,7904
v17701,27,7904
v3094,27,7904
v11764,27,7904
v24662,27,7904
v16856,27,7904
v19282,27,7904
v30538,27,7904
v23012,27,7904
v26223,27,7904
v37501,27,7904
v17432,27,7904
v5340,27,7904
v34465,27,7904
v30145,27,7904
v39899,27,7904
v24581,27,7904
v8008,27,7904
v1730,27,7904
v2081,27,7904
v10810,27,7904
v28196,27,7904
v14962,27,7904
v23025,27,7904
v14804,27,7904
v13995,27,7904
v31496,27,7904
v51144,27,7904
v52764,27,7904
v28190,27,7904
v6488,27,7904
v40006,27,7904
v12716,27,7904
v20871,27,7904
v13381,27,7904
v22179,27,7904
v12555,27,7904
v3345,27,7904
v13723,27,7904
v55883,27,7904
v30194,27,7904
v7524,27,7904
v49226,27,7904
v18710,27,7904
v7109,27,7904
v27066,27,7904
v3018,27,7904
v57489,27,7904
v7759,27,7904
v5724,27,7904
v41906,27,7904
v616,27,7904
v958,27,7904
v1921,27,7904
v28595,27,7904
v4890,27,7904
v19187,27,7904
v15304,27,7904
v8052,27,7904
v3719,27,7904
v14266,27,7904
v44107,27,7904
v44108,27,7904
v50304,27,7904
v17873,27,7904
v23409,27,7904
v18398,27,7904
v14850,27,7904
v36781,27,7904
v22559,27,7904
v2691,27,7904
v28445,27,7904
v3915,27,7904
v21009,27,7904
v21752,27,7904
v5656,27,7904
v16130,27,7904
v40457,26,8111
v54704,26,8111
v19720,26,8111
v1636,26,8111
v12620,26,8111
v28315,26,8111
v26730,26,8111
v1690,26,8111
v31815,26,8111
v57848,26,8111
v1314,26,8111
v8043,26,8111
v18456,26,8111
v15361,26,8111
v1310,26,8111
v5492,26,8111
v3016,26,8111
v10149,26,8111
v12494,26,8111
v12489,26,8111
v28244,26,8111
v378,26,8111
v18173,26,8111
v28224,26,8111
v19637,26,8111
v58014,26,8111
v25053,26,8111
v7501,26,8111
v18596,26,8111
v12354,26,8111
v4993,26,8111
v23642,26,8111
v3374,26,8111
v31302,26,8111
v28145,26,8111
v31298,26,8111
v13137,26,8111
v24152,26,8111
v1118,26,8111
v2951,26,8111
v42885,26,8111
v42883,26,8111
v31189,26,8111
v42804,26,8111
v18056,26,8111
v2942,26,8111
v48444,26,8111
v32116,26,8111
v12126,26,8111
v28031,26,8111
v28029,26,8111
v845,26,8111
v26425,26,8111
v22786,26,8111
v42414,26,8111
v20185,26,8111
v26624,26,8111
v50198,26,8111
v12052,26,8111
v3497,26,8111
v3499,26,8111
v1004,26,8111
v1852,26,8111
v5159,26,8111
v27886,26,8111
v25172,26,8111
v5951,26,8111
v18603,26,8111
v1888,26,8111
v17291,26,8111
v7330,26,8111
v1907,26,8111
v32476,26,8111
v32482,26,8111
v11880,26,8111
v21941,26,8111
v30882,26,8111
